UNO_515122C0;2015/02/11 13:50:47;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/02/11 18:53:14;75;75;0.07;22.10;25.50;0.08;0.94;1216178;3.97;2074.46
UNO_515122C0;2015/02/11 18:53:45;76;76;0.07;22.20;25.40;0.09;0.89;602865;1.96;1015.77
UNO_515122C0;2015/02/11 18:54:17;77;77;0.07;22.20;25.40;0.07;1.91;650586;2.12;1094.85
UNO_515122C0;2015/02/11 18:54:48;78;78;0.07;22.20;25.40;0.07;1.13;826154;2.71;1401.92
UNO_515122C0;2015/02/11 18:55:18;79;79;0.07;22.20;25.40;0.07;1.38;298992;0.99;514.63
UNO_515122C0;2015/02/11 18:55:50;80;80;0.07;22.30;25.40;0.07;1.84;256050;0.82;426.79
UNO_515122C0;2015/02/11 18:56:22;81;81;0.07;22.30;25.40;0.07;1.93;654616;2.10;1087.31
UNO_515122C0;2015/02/11 18:56:52;82;82;0.07;22.30;25.30;0.08;1.08;1260000;4.20;2196.79
UNO_515122C0;2015/02/11 18:57:23;83;83;0.08;22.20;25.20;0.09;2.00;372337;1.24;641.49
UNO_515122C0;2015/02/11 18:57:54;84;84;0.07;22.20;25.30;0.09;0.90;806404;2.65;1374.15
UNO_515122C0;2015/02/11 18:58:25;85;85;0.08;22.30;25.50;0.09;1.35;584867;1.88;970.50
UNO_515122C0;2015/02/11 18:58:57;86;86;0.07;22.30;25.30;0.08;1.88;1497931;4.86;2565.36
UNO_515122C0;2015/02/11 18:59:27;87;87;0.07;22.20;25.30;0.08;2.15;941730;3.12;1621.55
UNO_515122C0;2015/02/11 18:59:58;88;88;0.07;22.30;25.40;0.08;2.16;1512788;5.02;2652.65
UNO_515122C0;2015/02/11 19:00:29;89;89;0.07;22.20;25.30;0.08;1.31;1282460;4.27;2236.92
UNO_515122C0;2015/02/11 19:00:59;90;90;0.07;22.20;25.30;0.08;0.92;985921;3.25;1685.64
UNO_515122C0;2015/02/11 19:01:31;91;91;0.08;22.20;25.40;0.07;0.89;363166;1.19;616.52
UNO_515122C0;2015/02/11 19:02:01;92;92;0.08;22.20;25.40;0.07;1.63;313137;1.03;535.81
UNO_515122C0;2015/02/11 19:02:33;93;93;0.07;22.30;25.40;0.07;1.00;438164;1.41;729.57
UNO_515122C0;2015/02/11 19:03:04;94;94;0.07;22.20;25.30;0.08;0.88;751464;2.44;1264.33
UNO_515122C0;2015/02/11 19:03:36;95;95;0.08;22.30;25.40;0.08;1.36;609441;1.96;1012.13
UNO_515122C0;2015/02/11 19:04:07;96;96;0.07;22.20;25.30;0.09;2.09;448677;1.45;749.48
UNO_515122C0;2015/02/11 19:04:38;97;97;0.08;22.20;25.30;0.08;1.77;424249;1.39;720.20
UNO_515122C0;2015/02/11 19:05:09;98;98;0.08;22.20;25.30;0.08;2.15;298084;0.98;509.03
UNO_515122C0;2015/02/11 19:05:40;99;99;0.07;22.20;25.40;0.08;1.07;621990;2.06;1066.33
UNO_515122C0;2015/02/11 19:06:12;100;100;0.07;22.20;25.30;0.08;0.90;523906;1.68;869.38
UNO_515122C0;2015/02/11 19:06:43;101;101;0.08;22.20;25.30;0.08;1.94;872166;2.85;1475.52
UNO_515122C0;2015/02/11 19:07:14;102;102;0.07;22.30;25.40;0.07;0.90;94581;0.31;159.91
UNO_515122C0;2015/02/11 19:07:45;103;103;0.08;22.30;25.40;0.09;1.92;414960;1.37;709.79
UNO_515122C0;2015/02/11 19:08:16;104;104;0.08;22.30;25.30;0.09;2.13;1270812;4.17;2180.25
UNO_515122C0;2015/02/11 19:08:47;105;105;0.07;22.30;25.10;0.08;1.00;858939;2.86;1481.31
UNO_515122C0;2015/02/11 19:09:18;106;106;0.07;22.30;25.10;0.07;0.89;578371;1.90;983.53
UNO_515122C0;2015/02/11 19:09:48;107;107;0.08;22.30;25.00;0.08;1.30;700677;2.30;1191.76
UNO_515122C0;2015/02/11 19:10:19;108;108;0.07;22.30;25.10;0.08;1.08;568730;1.89;976.58
UNO_515122C0;2015/02/11 19:10:50;109;109;0.08;22.30;25.00;0.08;1.98;800930;2.60;1347.59
UNO_515122C0;2015/02/11 19:11:21;110;110;0.08;22.30;25.10;0.09;1.75;765306;2.54;1316.35
UNO_515122C0;2015/02/11 19:11:52;111;111;0.08;22.30;25.10;0.08;1.33;632796;2.05;1060.23
UNO_515122C0;2015/02/11 19:12:24;112;112;0.08;22.30;25.20;0.07;0.89;559469;1.80;930.14
UNO_515122C0;2015/02/11 19:12:55;113;113;0.08;22.20;25.20;0.07;2.10;643940;2.10;1087.39
UNO_515122C0;2015/02/11 19:13:27;114;114;0.07;22.20;25.20;0.08;1.48;645223;2.07;1071.64
UNO_515122C0;2015/02/11 19:13:58;115;115;0.08;22.10;25.20;0.08;1.94;871577;2.90;1502.24
UNO_515122C0;2015/02/11 19:14:28;116;116;0.07;22.20;25.10;0.07;0.92;468489;1.56;807.46
UNO_515122C0;2015/02/11 19:14:59;117;117;0.08;22.10;25.20;0.08;1.94;425905;1.41;729.40
UNO_515122C0;2015/02/11 19:15:30;118;118;0.08;22.10;25.20;0.08;1.76;683426;2.23;1155.90
UNO_515122C0;2015/02/11 19:16:01;119;119;0.07;22.20;25.20;0.07;0.87;660089;2.19;1131.28
UNO_515122C0;2015/02/11 19:16:32;120;120;0.08;22.20;25.20;0.08;1.98;533714;1.75;902.81
UNO_515122C0;2015/02/11 19:17:03;121;121;0.08;22.20;25.30;0.07;0.87;559412;1.84;948.90
UNO_515122C0;2015/02/11 19:17:34;122;122;0.08;22.20;25.20;0.07;1.95;618489;2.00;1033.36
UNO_515122C0;2015/02/11 19:18:05;123;123;0.08;22.20;25.20;0.08;2.12;634168;2.08;1073.48
UNO_515122C0;2015/02/11 19:18:36;124;124;0.08;22.20;25.20;0.08;1.69;273221;0.91;468.93
UNO_515122C0;2015/02/11 19:19:07;125;125;0.07;22.20;25.20;0.07;0.92;236350;0.77;400.88
UNO_515122C0;2015/02/11 19:19:38;126;126;0.07;22.10;25.10;0.08;0.87;534797;1.77;914.17
UNO_515122C0;2015/02/11 19:20:09;127;127;0.08;22.20;25.20;0.07;2.12;670695;2.21;1144.54
UNO_515122C0;2015/02/11 19:20:40;128;128;0.08;22.10;25.20;0.08;1.05;145886;0.47;245.01
UNO_515122C0;2015/02/11 19:21:12;129;129;0.08;22.20;25.30;0.07;2.13;381523;1.24;642.78
UNO_515122C0;2015/02/11 19:21:42;130;130;0.07;22.20;25.20;0.07;1.09;362292;1.20;623.19
UNO_515122C0;2015/02/11 19:22:13;131;131;0.07;22.20;25.30;0.08;1.09;1214387;3.95;2065.77
UNO_515122C0;2015/02/11 19:22:44;132;132;0.08;22.10;25.20;0.08;0.98;695786;2.29;1187.08
UNO_515122C0;2015/02/11 19:23:16;133;133;0.07;22.10;25.30;0.08;0.90;377711;1.23;636.01
UNO_515122C0;2015/02/11 19:23:46;134;134;0.07;22.20;25.30;0.08;1.78;300996;1.00;516.05
UNO_515122C0;2015/02/11 19:24:18;135;135;0.07;22.10;25.10;0.07;0.95;143786;0.47;241.96
UNO_515122C0;2015/02/11 19:24:49;136;136;0.08;22.10;25.20;0.08;2.14;417155;1.38;712.62
UNO_515122C0;2015/02/11 19:25:20;137;137;0.08;22.10;25.20;0.08;2.15;509476;1.64;850.12
UNO_515122C0;2015/02/11 19:25:51;138;138;0.08;22.10;25.10;0.07;0.89;745944;2.47;1277.23
UNO_515122C0;2015/02/11 19:26:21;139;139;0.08;22.10;25.30;0.07;1.64;511012;1.70;880.61
UNO_515122C0;2015/02/11 19:26:52;140;140;0.08;22.10;25.30;0.08;1.90;805428;2.68;1390.12
UNO_515122C0;2015/02/11 19:27:23;141;141;0.08;22.10;25.30;0.07;1.84;439537;1.42;735.08
UNO_515122C0;2015/02/11 19:27:55;142;142;0.07;22.10;25.30;0.07;1.11;508782;1.64;847.35
UNO_515122C0;2015/02/11 19:28:26;143;143;0.07;22.10;25.20;0.07;2.11;737915;2.41;1245.26
UNO_515122C0;2015/02/11 19:28:57;144;144;0.08;22.10;25.20;0.08;1.69;108669;0.35;184.29
UNO_515122C0;2015/02/11 19:29:29;145;145;0.08;22.10;25.30;0.08;1.71;647906;2.08;1074.17
UNO_515122C0;2015/02/11 19:30:00;146;146;0.08;22.10;25.30;0.08;2.03;244914;0.81;419.60
UNO_515122C0;2015/02/11 19:30:31;147;147;0.07;22.10;25.20;0.08;1.14;156829;0.52;268.13
UNO_515122C0;2015/02/11 19:31:02;148;148;0.08;22.10;25.30;0.08;1.98;228241;0.76;392.22
UNO_515122C0;2015/02/11 19:31:32;149;149;0.08;22.20;25.30;0.08;2.06;133818;0.44;230.59
UNO_515122C0;2015/02/11 19:32:04;150;150;0.08;22.20;25.40;0.08;2.12;261977;0.84;435.79
UNO_515122C0;2015/02/11 19:32:35;151;151;0.08;22.30;25.50;0.08;1.98;322573;1.07;552.07
UNO_515122C0;2015/02/11 19:33:06;152;152;0.08;22.30;25.50;0.08;1.24;215523;0.70;365.44
UNO_515122C0;2015/02/11 19:33:37;153;153;0.08;22.30;25.40;0.08;0.92;101531;0.33;172.78
UNO_515122C0;2015/02/11 19:34:09;154;154;0.08;22.30;25.40;0.07;0.90;183856;0.59;308.53
UNO_515122C0;2015/02/11 19:34:39;155;155;0.08;22.40;25.30;0.08;0.91;227055;0.76;391.85
UNO_515122C0;2015/02/11 19:35:10;156;156;0.08;22.40;25.30;0.08;2.01;237583;0.79;407.30
UNO_515122C0;2015/02/11 19:35:42;157;157;0.08;22.50;25.30;0.08;1.90;187046;0.60;311.93
UNO_515122C0;2015/02/11 19:36:13;158;158;0.08;22.50;25.20;0.08;1.70;102124;0.33;174.39
UNO_515122C0;2015/02/11 19:36:44;159;159;0.08;22.50;25.20;0.08;0.91;128879;0.42;218.70
UNO_515122C0;2015/02/11 19:37:15;160;160;0.08;22.60;25.10;0.07;1.34;172241;0.56;289.87
UNO_515122C0;2015/02/11 19:37:46;161;161;0.08;22.60;25.10;0.07;2.15;264037;0.88;454.28
UNO_515122C0;2015/02/11 19:38:17;162;162;0.08;22.60;25.00;0.08;1.19;379702;1.23;638.42
UNO_515122C0;2015/02/11 19:38:49;163;163;0.08;22.60;24.90;0.07;0.90;272358;0.87;453.11
UNO_515122C0;2015/02/11 19:39:20;164;164;0.08;22.60;24.90;0.07;1.20;57082;0.19;96.79
UNO_515122C0;2015/02/11 19:39:51;165;165;0.08;22.70;24.90;0.08;1.29;223897;0.73;380.46
UNO_515122C0;2015/02/11 19:40:22;166;166;0.08;22.70;24.90;0.08;2.17;325293;1.07;555.73
UNO_515122C0;2015/02/11 19:40:54;167;167;0.08;22.80;24.80;0.08;0.93;255859;0.83;428.82
UNO_515122C0;2015/02/11 19:41:25;168;168;0.08;22.80;24.80;0.09;1.96;226957;0.73;378.15
UNO_515122C0;2015/02/11 19:41:56;169;169;0.08;22.80;24.70;0.08;1.41;137642;0.46;236.66
UNO_515122C0;2015/02/11 19:42:28;170;170;0.08;22.80;24.70;0.08;1.67;242655;0.78;404.97
UNO_515122C0;2015/02/11 19:42:58;171;171;0.08;22.90;24.70;0.08;0.94;101979;0.34;175.78
UNO_515122C0;2015/02/11 19:43:29;172;172;0.08;22.90;24.70;0.08;0.98;211722;0.70;360.91
UNO_515122C0;2015/02/11 19:44:01;173;173;0.08;22.90;24.70;0.08;0.89;238270;0.77;400.44
UNO_515122C0;2015/02/11 19:44:32;174;174;0.08;22.90;24.60;0.08;1.03;183038;0.59;305.22
UNO_515122C0;2015/02/11 19:45:04;175;175;0.08;22.90;24.50;0.08;2.02;213722;0.69;356.14
UNO_515122C0;2015/02/11 19:45:35;176;176;0.08;23.00;24.60;0.08;2.16;67264;0.22;116.50
UNO_515122C0;2015/02/11 19:46:06;177;177;0.08;23.00;24.50;0.08;2.09;260714;0.84;433.91
UNO_515122C0;2015/02/11 19:46:37;178;178;0.08;22.90;24.50;0.08;1.03;206749;0.68;354.67
UNO_515122C0;2015/02/11 19:47:09;179;179;0.08;23.00;24.40;0.07;0.90;308867;0.99;513.56
UNO_515122C0;2015/02/11 19:47:40;180;180;0.08;23.00;24.40;0.08;0.90;41276;0.14;71.09
UNO_515122C0;2015/02/11 19:48:10;181;181;0.08;23.00;24.30;0.07;2.17;427214;1.42;735.62
UNO_515122C0;2015/02/11 19:48:41;182;182;0.08;23.10;24.40;0.08;1.38;156755;0.51;267.12
UNO_515122C0;2015/02/11 19:49:13;183;183;0.08;23.00;24.30;0.07;2.00;140762;0.46;237.41
UNO_515122C0;2015/02/11 19:49:44;184;184;0.08;23.10;24.30;0.08;0.92;326377;1.06;550.24
UNO_515122C0;2015/02/11 19:50:15;185;185;0.08;23.10;24.30;0.07;1.52;130978;0.43;225.28
UNO_515122C0;2015/02/11 19:50:46;186;186;0.08;23.10;24.30;0.09;2.17;132059;0.43;221.08
UNO_515122C0;2015/02/11 19:51:17;187;187;0.08;23.10;24.30;0.08;2.16;184597;0.61;318.88
UNO_515122C0;2015/02/11 19:51:48;188;188;0.08;23.10;24.20;0.09;0.96;180644;0.60;309.90
UNO_515122C0;2015/02/11 19:52:19;189;189;0.08;23.10;24.20;0.08;0.97;344248;1.14;590.80
UNO_515122C0;2015/02/11 19:52:50;190;190;0.08;23.10;24.20;0.08;1.36;292538;0.95;490.73
UNO_515122C0;2015/02/11 19:53:22;191;191;0.08;23.20;24.20;0.08;1.79;394722;1.27;656.42
UNO_515122C0;2015/02/11 19:53:53;192;192;0.08;23.20;24.10;0.08;0.97;303909;1.00;515.89
UNO_515122C0;2015/02/11 19:54:24;193;193;0.08;23.20;24.10;0.08;1.26;417406;1.36;703.69
UNO_515122C0;2015/02/11 19:54:55;194;194;0.08;23.20;24.10;0.08;1.31;147616;0.48;250.54
UNO_515122C0;2015/02/11 19:55:26;195;195;0.08;23.20;24.00;0.07;1.15;311174;1.01;521.30
UNO_515122C0;2015/02/11 19:55:57;196;196;0.08;23.30;24.10;0.07;1.52;381095;1.26;650.14
UNO_515122C0;2015/02/11 19:56:29;197;197;0.08;23.30;24.10;0.08;1.14;284751;0.92;476.17
UNO_515122C0;2015/02/11 19:57:00;198;198;0.08;23.30;24.10;0.08;1.64;16509;0.05;28.74
UNO_515122C0;2015/02/11 19:57:31;199;199;0.08;23.30;24.10;0.08;1.17;223551;0.74;385.47
UNO_515122C0;2015/02/11 19:58:02;200;200;0.08;23.30;24.10;0.07;2.03;17912;0.06;31.15
UNO_515122C0;2015/02/11 19:58:32;201;201;0.08;23.30;24.10;0.08;2.18;66709;0.22;115.65
UNO_515122C0;2015/02/11 19:59:03;202;202;0.08;23.30;24.10;0.08;2.00;298838;0.99;511.71
UNO_515122C0;2015/02/11 19:59:34;203;203;0.08;23.30;24.10;0.08;1.20;139968;0.46;238.09
UNO_515122C0;2015/02/11 20:00:05;204;204;0.08;23.30;24.00;0.08;2.17;373225;1.22;629.79
UNO_515122C0;2015/02/11 20:00:36;205;205;0.08;23.20;24.00;0.08;1.43;158481;0.52;272.18
UNO_515122C0;2015/02/11 20:01:08;206;206;0.08;23.20;24.00;0.08;1.05;134511;0.43;225.87
UNO_515122C0;2015/02/11 20:01:38;207;207;0.08;23.20;24.10;0.09;2.10;250879;0.83;432.04
UNO_515122C0;2015/02/11 20:02:09;208;208;0.08;23.20;24.10;0.07;2.14;64464;0.21;111.99
UNO_515122C0;2015/02/11 20:02:40;209;209;0.08;23.20;24.00;0.09;2.15;225138;0.73;379.59
UNO_515122C0;2015/02/11 20:03:11;210;210;0.08;23.20;23.70;0.08;0.92;150987;0.49;254.48
UNO_515122C0;2015/02/11 20:03:43;211;211;0.08;23.20;23.70;0.08;0.91;307768;1.00;516.93
UNO_515122C0;2015/02/11 20:04:14;212;212;0.08;23.20;23.80;0.08;1.09;0;0.00;0.62
UNO_515122C0;2015/02/11 20:04:45;213;213;0.08;23.20;23.90;0.08;1.87;289176;0.96;495.42
UNO_515122C0;2015/02/11 20:05:17;214;214;0.08;23.20;24.10;0.08;2.18;146227;0.47;244.10
UNO_515122C0;2015/02/11 20:05:48;215;215;0.08;23.20;24.10;0.09;2.17;189922;0.63;325.20
UNO_515122C0;2015/02/11 20:06:18;216;216;0.08;23.20;23.80;0.08;1.19;64064;0.21;111.19
UNO_515122C0;2015/02/11 20:06:50;217;217;0.08;23.20;23.80;0.08;0.95;291387;0.93;484.16
UNO_515122C0;2015/02/11 20:07:21;218;218;0.08;23.20;23.70;0.08;1.56;68792;0.23;118.56
UNO_515122C0;2015/02/11 20:07:52;219;219;0.08;23.10;23.30;0.09;1.05;240567;0.79;407.16
UNO_515122C0;2015/02/11 20:08:23;220;220;0.08;23.00;23.30;0.08;1.64;363016;1.20;620.95
UNO_515122C0;2015/02/11 20:08:55;221;221;0.08;22.90;23.50;0.07;0.97;130907;0.42;218.66
UNO_515122C0;2015/02/11 20:09:25;222;222;0.07;22.70;23.50;0.07;2.04;101202;0.34;174.77
UNO_515122C0;2015/02/11 20:09:56;223;223;0.07;22.60;23.60;0.08;2.09;195166;0.65;335.50
UNO_515122C0;2015/02/11 20:10:28;224;224;0.07;22.40;23.70;0.08;0.81;265849;0.85;443.08
UNO_515122C0;2015/02/11 20:10:59;225;225;0.07;22.30;23.90;0.07;0.92;127437;0.42;217.19
UNO_515122C0;2015/02/11 20:11:29;226;226;0.07;22.20;24.00;0.08;1.88;399119;1.33;686.92
UNO_515122C0;2015/02/11 20:12:00;227;227;0.07;22.10;24.20;0.08;0.95;198741;0.65;339.33
UNO_515122C0;2015/02/11 20:12:31;228;228;0.07;22.00;24.20;0.07;0.84;24863;0.08;42.59
UNO_515122C0;2015/02/11 20:13:03;229;229;0.07;21.90;24.50;0.07;1.78;86734;0.28;146.62
UNO_515122C0;2015/02/11 20:13:34;230;230;0.07;21.70;24.60;0.07;1.49;93156;0.30;157.45
UNO_515122C0;2015/02/11 20:14:06;231;231;0.07;21.70;24.70;0.08;2.07;298425;0.97;500.30
UNO_515122C0;2015/02/11 20:14:37;232;232;0.07;21.60;24.70;0.07;0.79;377410;1.23;638.30
UNO_515122C0;2015/02/11 20:15:08;233;233;0.07;21.50;24.90;0.08;2.01;703332;2.31;1192.83
UNO_515122C0;2015/02/11 20:15:38;234;234;0.07;21.40;25.00;0.07;1.47;337157;1.12;581.54
UNO_515122C0;2015/02/11 20:16:10;235;235;0.07;21.20;25.10;0.07;1.76;371784;1.21;624.97
UNO_515122C0;2015/02/11 20:16:40;236;236;0.07;21.20;25.30;0.08;0.87;115145;0.38;199.44
UNO_515122C0;2015/02/11 20:17:11;237;237;0.07;21.10;25.50;0.07;0.76;111389;0.37;190.49
UNO_515122C0;2015/02/11 20:17:43;238;238;0.07;21.10;25.60;0.07;0.86;124955;0.40;209.47
UNO_515122C0;2015/02/11 20:18:13;239;239;0.07;21.00;25.70;0.07;0.87;83182;0.28;144.21
UNO_515122C0;2015/02/11 20:18:44;240;240;0.07;20.90;25.90;0.07;1.87;40102;0.13;69.86
UNO_515122C0;2015/02/11 20:19:16;241;241;0.07;20.90;26.10;0.07;0.77;175957;0.57;293.75
UNO_515122C0;2015/02/11 20:19:46;242;242;0.07;20.80;26.00;0.07;1.99;57992;0.19;100.89
UNO_515122C0;2015/02/11 20:20:18;243;243;0.07;20.80;26.00;0.07;0.77;113282;0.37;190.06
UNO_515122C0;2015/02/11 20:20:50;244;244;0.07;20.80;26.10;0.07;1.54;146790;0.47;244.62
UNO_515122C0;2015/02/11 20:21:20;245;245;0.07;20.70;26.30;0.07;0.87;25326;0.08;44.21
UNO_515122C0;2015/02/11 20:21:51;246;246;0.07;20.60;26.20;0.07;0.80;185044;0.62;319.28
UNO_515122C0;2015/02/11 20:22:22;247;247;0.07;20.60;26.30;0.07;1.08;211013;0.68;352.21
UNO_515122C0;2015/02/11 20:22:54;248;248;0.07;20.60;26.40;0.07;1.61;466113;1.50;778.01
UNO_515122C0;2015/02/11 20:23:26;249;249;0.07;20.60;26.50;0.06;0.98;176153;0.56;293.32
UNO_515122C0;2015/02/11 20:23:57;250;250;0.07;20.50;26.60;0.06;0.80;110505;0.36;188.12
UNO_515122C0;2015/02/11 20:24:28;251;251;0.07;20.50;26.60;0.06;1.50;133054;0.44;229.13
UNO_515122C0;2015/02/11 20:24:58;252;252;0.07;20.50;26.70;0.06;0.82;53631;0.18;92.75
UNO_515122C0;2015/02/11 20:25:30;253;253;0.07;20.50;26.80;0.08;2.02;122544;0.39;204.69
UNO_515122C0;2015/02/11 20:26:01;254;254;0.07;20.50;26.80;0.07;2.03;126804;0.42;218.16
UNO_515122C0;2015/02/11 20:26:31;255;255;0.07;20.50;26.90;0.07;2.00;390327;1.30;672.48
UNO_515122C0;2015/02/11 20:27:03;256;256;0.07;20.50;26.90;0.07;2.02;91295;0.30;155.34
UNO_515122C0;2015/02/11 20:27:33;257;257;0.07;20.40;26.90;0.07;1.09;41917;0.14;72.28
UNO_515122C0;2015/02/11 20:28:04;258;258;0.07;20.30;27.00;0.07;1.59;54160;0.18;94.29
UNO_515122C0;2015/02/11 20:28:35;259;259;0.07;20.30;27.00;0.07;1.59;32783;0.11;57.30
UNO_515122C0;2015/02/11 20:29:06;260;260;0.07;20.40;27.00;0.07;1.87;104592;0.34;175.05
UNO_515122C0;2015/02/11 20:29:38;261;261;0.07;20.30;27.10;0.07;2.05;32300;0.10;54.49
UNO_515122C0;2015/02/11 20:30:10;262;262;0.07;20.40;27.10;0.07;2.04;74865;0.24;125.22
UNO_515122C0;2015/02/11 20:30:41;263;263;0.07;20.30;27.10;0.07;1.72;51480;0.17;88.61
UNO_515122C0;2015/02/11 20:31:12;264;264;0.07;20.30;27.10;0.07;1.83;75703;0.25;128.24
UNO_515122C0;2015/02/11 20:31:43;265;265;0.07;20.20;27.10;0.07;1.59;48653;0.16;83.88
UNO_515122C0;2015/02/11 20:32:14;266;266;0.07;20.20;27.20;0.07;1.56;63544;0.21;109.19
UNO_515122C0;2015/02/11 20:32:45;267;267;0.07;20.10;27.30;0.07;0.89;171787;0.56;288.45
UNO_515122C0;2015/02/11 20:33:17;268;268;0.07;20.10;27.40;0.07;1.07;197431;0.63;328.49
UNO_515122C0;2015/02/11 20:33:47;269;269;0.07;20.10;27.40;0.07;0.87;139682;0.47;241.84
UNO_515122C0;2015/02/11 20:34:18;270;270;0.07;20.20;27.40;0.07;1.20;203205;0.68;350.39
UNO_515122C0;2015/02/11 20:34:50;271;271;0.07;20.30;27.40;0.07;1.51;217825;0.70;364.10
UNO_515122C0;2015/02/11 20:35:21;272;272;0.07;20.40;27.40;0.06;2.07;71072;0.23;122.45
UNO_515122C0;2015/02/11 20:35:51;273;273;0.07;20.50;27.40;0.06;1.63;102460;0.34;177.04
UNO_515122C0;2015/02/11 20:36:23;274;274;0.08;20.60;27.30;0.08;0.94;57327;0.18;96.40
UNO_515122C0;2015/02/11 20:36:54;275;275;0.07;20.80;27.20;0.07;1.24;40523;0.13;70.23
UNO_515122C0;2015/02/11 20:37:25;276;276;0.07;20.80;27.00;0.08;2.12;151888;0.49;256.42
UNO_515122C0;2015/02/11 20:37:56;277;277;0.08;20.90;26.90;0.07;1.09;119956;0.39;204.31
UNO_515122C0;2015/02/11 20:38:28;278;278;0.07;21.00;26.80;0.07;2.11;99124;0.32;166.03
UNO_515122C0;2015/02/11 20:38:58;279;279;0.08;21.10;26.80;0.08;0.94;130922;0.43;225.23
UNO_515122C0;2015/02/11 20:39:30;280;280;0.08;21.20;26.70;0.08;0.95;291502;0.95;493.13
UNO_515122C0;2015/02/11 20:40:00;281;281;0.08;21.30;26.80;0.08;1.07;538127;1.78;919.32
UNO_515122C0;2015/02/11 20:40:31;282;282;0.08;21.40;26.60;0.07;0.89;146990;0.49;254.13
UNO_515122C0;2015/02/11 20:41:02;283;283;0.08;21.50;26.60;0.08;2.01;486989;1.62;836.67
UNO_515122C0;2015/02/11 20:41:33;284;284;0.07;21.60;26.40;0.08;1.02;463618;1.51;780.44
UNO_515122C0;2015/02/11 20:42:04;285;285;0.08;21.70;26.40;0.08;0.89;170580;0.55;287.79
UNO_515122C0;2015/02/11 20:42:36;286;286;0.08;21.80;26.30;0.08;0.90;551243;1.77;917.35
UNO_515122C0;2015/02/11 20:43:07;287;287;0.08;21.80;26.20;0.08;2.09;335247;1.10;571.47
UNO_515122C0;2015/02/11 20:43:37;288;288;0.08;21.80;25.90;0.07;2.17;59866;0.20;103.13
UNO_515122C0;2015/02/11 20:44:09;289;289;0.08;21.80;25.90;0.07;1.64;92820;0.30;156.63
UNO_515122C0;2015/02/11 20:44:40;290;290;0.08;21.90;25.90;0.08;1.86;177580;0.57;297.50
UNO_515122C0;2015/02/11 20:45:12;291;291;0.08;21.90;25.90;0.07;1.96;451847;1.48;763.87
UNO_515122C0;2015/02/11 20:45:42;292;292;0.08;21.90;26.00;0.08;2.15;391438;1.29;666.41
UNO_515122C0;2015/02/11 20:46:13;293;293;0.08;21.90;26.00;0.07;1.19;97272;0.32;167.61
UNO_515122C0;2015/02/11 20:46:44;294;294;0.08;21.90;26.00;0.08;1.16;198196;0.65;337.69
UNO_515122C0;2015/02/11 20:47:16;295;295;0.08;21.90;26.00;0.07;0.92;349826;1.14;587.66
UNO_515122C0;2015/02/11 20:47:47;296;296;0.08;21.90;26.10;0.07;0.95;238834;0.78;405.39
UNO_515122C0;2015/02/11 20:48:17;297;297;0.08;21.90;26.00;0.07;1.14;278482;0.93;480.35
UNO_515122C0;2015/02/11 20:48:48;298;298;0.08;21.90;26.10;0.08;0.88;187272;0.62;320.28
UNO_515122C0;2015/02/11 20:49:19;299;299;0.08;21.90;26.00;0.08;1.78;158085;0.52;271.57
UNO_515122C0;2015/02/11 20:49:50;300;300;0.08;21.90;26.00;0.07;1.01;166944;0.55;284.39
UNO_515122C0;2015/02/11 20:50:21;301;301;0.08;21.90;25.90;0.08;1.59;337480;1.10;570.71
UNO_515122C0;2015/02/11 20:50:52;302;302;0.08;21.90;25.90;0.07;2.14;101154;0.33;172.31
UNO_515122C0;2015/02/11 20:51:24;303;303;0.08;21.90;25.90;0.08;1.35;304670;0.99;511.72
UNO_515122C0;2015/02/11 20:51:55;304;304;0.08;21.90;25.90;0.07;2.03;166483;0.55;284.01
UNO_515122C0;2015/02/11 20:52:25;305;305;0.08;21.90;26.00;0.08;1.36;206452;0.69;355.99
UNO_515122C0;2015/02/11 20:52:56;306;306;0.08;21.90;26.00;0.07;1.60;257789;0.84;435.35
UNO_515122C0;2015/02/11 20:53:28;307;307;0.08;21.90;26.00;0.08;1.05;243222;0.79;411.14
UNO_515122C0;2015/02/11 20:53:59;308;308;0.08;21.90;26.00;0.07;1.26;296508;0.97;502.84
UNO_515122C0;2015/02/11 20:54:29;309;309;0.08;21.90;26.00;0.07;0.87;124061;0.41;213.51
UNO_515122C0;2015/02/11 20:55:00;310;310;0.08;21.90;26.00;0.07;1.93;146647;0.49;252.68
UNO_515122C0;2015/02/11 20:55:32;311;311;0.08;22.00;26.00;0.07;0.87;326926;1.06;548.79
UNO_515122C0;2015/02/11 20:56:03;312;312;0.08;21.90;25.90;0.08;1.90;67845;0.22;115.01
UNO_515122C0;2015/02/11 20:56:34;313;313;0.08;22.00;26.00;0.07;1.25;92685;0.31;159.96
UNO_515122C0;2015/02/11 20:57:05;314;314;0.08;22.00;26.00;0.07;1.56;142272;0.46;241.30
UNO_515122C0;2015/02/11 20:57:36;315;315;0.08;21.90;26.00;0.08;1.66;106553;0.35;180.77
UNO_515122C0;2015/02/11 20:58:07;316;316;0.08;22.00;26.00;0.08;1.02;250775;0.82;423.48
UNO_515122C0;2015/02/11 20:58:38;317;317;0.08;22.00;26.00;0.08;0.86;69271;0.23;117.73
