UNO_515122C0;2015/02/02 00:00:19;25945;25945;0.10;19.70;32.60;0.05;1.61;46520;0.15;79.73
UNO_515122C0;2015/02/02 00:00:50;25946;25946;0.10;19.70;32.60;0.05;0.77;0;0.00;0.62
UNO_515122C0;2015/02/02 00:01:22;25947;25947;0.10;19.70;32.60;0.05;2.14;0;0.00;0.62
UNO_515122C0;2015/02/02 00:01:53;25948;25948;0.10;19.70;32.60;0.05;2.13;14227;0.05;24.45
UNO_515122C0;2015/02/02 00:02:24;25949;25949;0.10;19.70;32.60;0.06;1.24;67056;0.22;116.53
UNO_515122C0;2015/02/02 00:02:56;25950;25950;0.10;19.70;32.60;0.05;1.40;86889;0.28;146.26
UNO_515122C0;2015/02/02 00:03:27;25951;25951;0.10;19.70;32.60;0.05;0.81;25970;0.08;44.11
UNO_515122C0;2015/02/02 00:03:58;25952;25952;0.10;19.70;32.60;0.05;1.23;87596;0.29;151.77
UNO_515122C0;2015/02/02 00:04:29;25953;25953;0.10;19.70;32.60;0.05;1.91;0;0.00;0.62
UNO_515122C0;2015/02/02 00:05:00;25954;25954;0.10;19.60;32.50;0.06;0.76;34812;0.11;60.08
UNO_515122C0;2015/02/02 00:05:32;25955;25955;0.10;19.70;32.60;0.05;0.77;159681;0.51;266.26
UNO_515122C0;2015/02/02 00:06:03;25956;25956;0.10;19.70;32.60;0.05;1.78;91891;0.30;158.45
UNO_515122C0;2015/02/02 00:06:34;25957;25957;0.10;19.70;32.60;0.05;2.15;14380;0.05;24.58
UNO_515122C0;2015/02/02 00:07:05;25958;25958;0.10;19.70;32.60;0.05;1.85;17161;0.06;30.28
UNO_515122C0;2015/02/02 00:07:36;25959;25959;0.10;19.70;32.60;0.05;0.89;77154;0.25;130.76
UNO_515122C0;2015/02/02 00:08:08;25960;25960;0.11;19.70;32.60;0.05;2.09;102002;0.33;173.41
UNO_515122C0;2015/02/02 00:08:39;25961;25961;0.10;19.70;32.60;0.05;1.44;5527;0.02;9.83
