DYLOS_dylos0;2015/02/24 00:00:54;442;4782;7899
DYLOS_dylos0;2015/02/24 00:01:54;443;824;5736
DYLOS_dylos0;2015/02/24 00:02:53;444;1416;5353
DYLOS_dylos0;2015/02/24 00:03:52;445;36;1008
DYLOS_dylos0;2015/02/24 00:04:51;446;38;1479
DYLOS_dylos0;2015/02/24 00:05:50;447;133;2110
DYLOS_dylos0;2015/02/24 00:06:49;448;490;4489
DYLOS_dylos0;2015/02/24 00:07:48;449;264;2516
DYLOS_dylos0;2015/02/24 00:08:47;450;538;3060
DYLOS_dylos0;2015/02/24 00:09:47;451;837;4399
DYLOS_dylos0;2015/02/24 00:10:46;452;106;2155
DYLOS_dylos0;2015/02/24 00:11:45;453;1277;4252
DYLOS_dylos0;2015/02/24 00:12:44;454;1;93
DYLOS_dylos0;2015/02/24 00:13:43;455;7;170
DYLOS_dylos0;2015/02/24 00:14:42;456;5;91
DYLOS_dylos0;2015/02/24 00:15:41;457;0;31
DYLOS_dylos0;2015/02/24 00:16:41;458;5;62
DYLOS_dylos0;2015/02/24 00:17:40;459;0;0
DYLOS_dylos0;2015/02/24 00:18:39;460;0;0
DYLOS_dylos0;2015/02/24 00:19:38;461;130;1486
DYLOS_dylos0;2015/02/24 00:20:37;462;0;0
DYLOS_dylos0;2015/02/24 00:21:36;463;3;39
DYLOS_dylos0;2015/02/24 00:22:35;464;1;152
DYLOS_dylos0;2015/02/24 00:23:34;465;3;5
DYLOS_dylos0;2015/02/24 00:24:34;466;0;0
DYLOS_dylos0;2015/02/24 00:25:33;467;0;0
DYLOS_dylos0;2015/02/24 00:26:32;468;608;1881
DYLOS_dylos0;2015/02/24 00:27:31;469;8515;8211
DYLOS_dylos0;2015/02/24 00:28:30;470;11585;9591
DYLOS_dylos0;2015/02/24 00:29:29;471;6508;8862
DYLOS_dylos0;2015/02/24 00:30:28;472;8116;10024
DYLOS_dylos0;2015/02/24 00:31:28;473;7603;8628
DYLOS_dylos0;2015/02/24 00:32:27;474;6825;8900
DYLOS_dylos0;2015/02/24 00:33:26;475;7360;9704
DYLOS_dylos0;2015/02/24 00:34:25;476;1794;5521
DYLOS_dylos0;2015/02/24 00:35:24;477;3500;7312
DYLOS_dylos0;2015/02/24 00:36:23;478;2301;4287
DYLOS_dylos0;2015/02/24 00:37:22;479;870;3187
DYLOS_dylos0;2015/02/24 00:38:22;480;1172;3893
DYLOS_dylos0;2015/02/24 00:39:21;481;480;2719
DYLOS_dylos0;2015/02/24 00:40:20;482;25;440
