UNO;2015/01/06 15:22:20;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO;2015/01/06 21:36:21;526;526;0.11;18.20;41.20;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:36:53;527;527;0.11;18.20;41.30;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:37:24;528;528;0.11;18.20;41.30;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 21:37:56;529;529;0.11;18.20;41.30;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 21:38:28;530;530;0.11;18.20;41.40;0.13;1.28;0;0.00;0.62
UNO;2015/01/06 21:38:59;531;531;0.11;18.20;41.40;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 21:39:31;532;532;0.11;18.20;41.40;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 21:40:02;533;533;0.11;18.20;41.40;0.14;1.37;0;0.00;0.62
UNO;2015/01/06 21:40:34;534;534;0.12;18.20;41.40;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 21:41:06;535;535;0.11;18.20;41.40;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:41:37;536;536;0.11;18.20;41.40;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 21:42:09;537;537;0.12;18.20;41.40;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 21:42:40;538;538;0.11;18.20;41.40;0.13;1.17;0;0.00;0.62
UNO;2015/01/06 21:43:12;539;539;0.11;18.20;41.40;0.13;1.20;0;0.00;0.62
UNO;2015/01/06 21:43:44;540;540;0.11;18.20;41.40;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 21:44:15;541;541;0.11;18.20;41.40;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 21:44:47;542;542;0.11;18.20;41.40;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:45:18;543;543;0.11;18.20;41.40;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 21:45:50;544;544;0.11;18.20;41.40;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 21:46:22;545;545;0.11;18.20;41.40;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 21:46:53;546;546;0.11;18.20;41.40;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 21:47:25;547;547;0.11;18.20;41.40;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 21:47:56;548;548;0.11;18.20;41.40;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:48:28;549;549;0.11;18.20;41.40;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 21:49:00;550;550;0.11;18.20;41.40;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 21:49:31;551;551;0.11;18.20;41.40;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 21:50:03;552;552;0.11;18.20;41.40;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 21:50:34;553;553;0.11;18.20;41.40;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 21:51:06;554;554;0.11;18.20;41.40;0.13;1.33;0;0.00;0.62
UNO;2015/01/06 21:51:38;555;555;0.11;18.20;41.40;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 21:52:09;556;556;0.12;18.20;41.40;0.14;1.40;0;0.00;0.62
UNO;2015/01/06 21:52:41;557;557;0.11;18.20;41.30;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 21:53:12;558;558;0.11;18.20;41.40;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 21:53:44;559;559;0.11;18.20;41.30;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 21:54:16;560;560;0.11;18.20;41.40;0.13;1.40;0;0.00;0.62
UNO;2015/01/06 21:54:47;561;561;0.11;18.20;41.40;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 21:55:19;562;562;0.11;18.20;41.40;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 21:55:50;563;563;0.12;18.20;41.40;0.13;1.16;0;0.00;0.62
UNO;2015/01/06 21:56:22;564;564;0.11;18.20;41.40;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 21:56:53;565;565;0.11;18.20;41.40;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 21:57:25;566;566;0.11;18.20;41.30;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 21:57:57;567;567;0.11;18.20;41.40;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 21:58:28;568;568;0.11;18.20;41.40;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 21:59:00;569;569;0.11;18.20;41.40;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 21:59:31;570;570;0.11;18.20;41.40;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 22:00:03;571;571;0.11;18.10;41.40;0.13;1.26;0;0.00;0.62
UNO;2015/01/06 22:00:35;572;572;0.11;18.10;41.40;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 22:01:06;573;573;0.11;18.10;41.40;0.14;1.14;0;0.00;0.62
UNO;2015/01/06 22:01:38;574;574;0.11;18.10;41.40;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:02:09;575;575;0.11;18.10;41.40;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 22:02:41;576;576;0.11;18.10;41.40;0.14;1.13;0;0.00;0.62
UNO;2015/01/06 22:03:13;577;577;0.11;18.10;41.50;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:03:44;578;578;0.11;18.10;41.50;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 22:04:16;579;579;0.12;18.10;41.50;0.13;1.31;0;0.00;0.62
UNO;2015/01/06 22:04:47;580;580;0.11;18.10;41.50;0.13;1.23;0;0.00;0.62
UNO;2015/01/06 22:05:19;581;581;0.11;18.10;41.50;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:05:51;582;582;0.12;18.10;41.50;0.13;1.14;0;0.00;0.62
UNO;2015/01/06 22:06:22;583;583;0.11;18.10;41.50;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 22:06:54;584;584;0.11;18.10;41.50;0.13;1.17;0;0.00;0.62
UNO;2015/01/06 22:07:25;585;585;0.11;18.00;41.40;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:07:57;586;586;0.11;18.10;41.60;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 22:08:29;587;587;0.11;18.00;41.50;0.13;1.28;0;0.00;0.62
UNO;2015/01/06 22:09:00;588;588;0.11;18.00;41.50;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:09:32;589;589;0.11;18.00;41.50;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 22:10:03;590;590;0.11;18.00;41.50;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 22:10:35;591;591;0.11;18.00;41.50;0.13;1.42;0;0.00;0.62
UNO;2015/01/06 22:11:07;592;592;0.12;18.00;41.50;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 22:11:38;593;593;0.12;18.00;41.50;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:12:10;594;594;0.11;18.00;41.50;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 22:12:41;595;595;0.11;18.00;41.50;0.14;1.15;0;0.00;0.62
UNO;2015/01/06 22:13:13;596;596;0.11;18.00;41.50;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 22:13:45;597;597;0.11;18.00;41.60;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 22:14:16;598;598;0.12;18.00;41.50;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 22:14:48;599;599;0.11;18.00;41.60;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 22:15:19;600;600;0.11;18.00;41.50;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:15:51;601;601;0.11;18.00;41.50;0.13;1.42;0;0.00;0.62
UNO;2015/01/06 22:16:23;602;602;0.11;18.00;41.50;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:16:54;603;603;0.11;18.00;41.60;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 22:17:26;604;604;0.11;18.00;41.50;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:17:57;605;605;0.12;18.00;41.50;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:18:29;606;606;0.11;18.10;41.70;0.13;1.43;0;0.00;0.62
UNO;2015/01/06 22:19:01;607;607;0.11;18.00;41.60;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 22:19:32;608;608;0.11;18.00;41.50;0.13;1.40;0;0.00;0.62
UNO;2015/01/06 22:20:04;609;609;0.12;18.10;41.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:20:35;610;610;0.12;18.10;41.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:21:07;611;611;0.11;18.00;41.50;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 22:21:39;612;612;0.11;18.10;41.60;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:22:10;613;613;0.12;18.10;41.60;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 22:22:42;614;614;0.11;18.10;41.60;0.14;1.15;0;0.00;0.62
UNO;2015/01/06 22:23:13;615;615;0.11;18.10;41.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:23:45;616;616;0.11;18.00;41.50;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 22:24:17;617;617;0.11;18.00;41.50;0.14;1.15;0;0.00;0.62
UNO;2015/01/06 22:24:48;618;618;0.12;18.10;41.60;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 22:25:20;619;619;0.11;18.10;41.60;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 22:25:51;620;620;0.11;18.10;41.60;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:26:23;621;621;0.11;18.10;41.60;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:26:54;622;622;0.11;18.00;41.50;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:27:26;623;623;0.11;18.10;41.60;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 22:27:58;624;624;0.11;18.00;41.50;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:28:29;625;625;0.11;18.00;41.50;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:29:01;626;626;0.11;18.00;41.50;0.13;1.24;0;0.00;0.62
UNO;2015/01/06 22:29:32;627;627;0.11;18.10;41.60;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 22:30:04;628;628;0.12;18.10;41.60;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 22:30:36;629;629;0.11;18.00;41.50;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 22:31:07;630;630;0.11;18.00;41.50;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 22:31:39;631;631;0.12;18.00;41.50;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 22:32:10;632;632;0.11;18.00;41.50;0.14;1.14;0;0.00;0.62
UNO;2015/01/06 22:32:42;633;633;0.11;18.00;41.50;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:33:14;634;634;0.11;18.00;41.50;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 22:33:45;635;635;0.11;18.00;41.50;0.14;1.13;0;0.00;0.62
UNO;2015/01/06 22:34:17;636;636;0.11;18.00;41.50;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:34:48;637;637;0.11;18.00;41.50;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:35:20;638;638;0.11;18.00;41.60;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 22:35:52;639;639;0.11;18.00;41.50;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 22:36:23;640;640;0.11;18.00;41.60;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:36:55;641;641;0.11;18.00;41.60;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 22:37:26;642;642;0.11;18.00;41.60;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 22:37:58;643;643;0.11;18.00;41.60;0.13;1.18;0;0.00;0.62
UNO;2015/01/06 22:38:30;644;644;0.11;18.00;41.60;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:39:00;645;645;0.11;17.90;41.70;0.14;1.18;211897;0.70;364.38
UNO;2015/01/06 22:39:32;646;646;0.11;18.00;41.60;0.14;1.32;0;0.00;0.62
UNO;2015/01/06 22:40:03;647;647;0.11;17.90;41.60;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:40:35;648;648;0.11;17.90;41.60;0.14;1.14;0;0.00;0.62
UNO;2015/01/06 22:41:07;649;649;0.11;17.90;41.70;0.14;1.40;0;0.00;0.62
UNO;2015/01/06 22:41:38;650;650;0.11;17.90;41.70;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 22:42:10;651;651;0.11;18.00;41.70;0.13;1.28;0;0.00;0.62
UNO;2015/01/06 22:42:41;652;652;0.12;17.90;41.70;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 22:43:13;653;653;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 22:43:45;654;654;0.11;17.90;41.70;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:44:16;655;655;0.11;17.90;41.70;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 22:44:48;656;656;0.11;17.90;41.70;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 22:45:19;657;657;0.11;17.90;41.80;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 22:45:51;658;658;0.11;17.90;41.70;0.13;1.18;0;0.00;0.62
UNO;2015/01/06 22:46:23;659;659;0.11;17.90;41.80;0.13;1.27;0;0.00;0.62
UNO;2015/01/06 22:46:54;660;660;0.11;17.90;41.70;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:47:26;661;661;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 22:47:57;662;662;0.11;17.90;41.80;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:48:29;663;663;0.11;17.90;41.80;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:49:01;664;664;0.11;17.90;41.80;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 22:49:32;665;665;0.11;17.90;41.80;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 22:50:04;666;666;0.11;17.90;41.80;0.13;1.18;0;0.00;0.62
UNO;2015/01/06 22:50:35;667;667;0.11;17.90;41.80;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:51:07;668;668;0.11;17.90;41.70;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:51:39;669;669;0.11;17.90;41.70;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:52:10;670;670;0.11;17.90;41.70;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 22:52:42;671;671;0.12;17.90;41.70;0.14;1.32;0;0.00;0.62
UNO;2015/01/06 22:53:13;672;672;0.11;17.90;41.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 22:53:45;673;673;0.11;17.90;41.70;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:54:17;674;674;0.11;17.90;41.70;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 22:54:48;675;675;0.11;17.90;41.70;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 22:55:20;676;676;0.11;17.90;41.70;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:55:51;677;677;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 22:56:23;678;678;0.12;18.00;41.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 22:56:55;679;679;0.11;17.90;41.70;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 22:57:26;680;680;0.12;17.90;41.70;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 22:57:58;681;681;0.11;17.90;41.70;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 22:58:29;682;682;0.11;17.90;41.70;0.13;1.24;0;0.00;0.62
UNO;2015/01/06 22:59:00;683;683;0.12;17.90;41.70;0.14;1.16;73595;0.24;127.25
UNO;2015/01/06 22:59:31;684;684;0.11;17.90;41.70;0.14;1.41;15911;0.05;28.07
UNO;2015/01/06 23:00:02;685;685;0.11;17.90;41.70;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 23:00:34;686;686;0.11;17.90;41.70;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 23:01:06;687;687;0.11;17.90;41.70;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 23:01:37;688;688;0.12;18.00;41.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:02:09;689;689;0.11;17.90;41.70;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:02:40;690;690;0.11;18.00;41.70;0.14;1.37;0;0.00;0.62
UNO;2015/01/06 23:03:12;691;691;0.11;17.90;41.70;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 23:03:43;692;692;0.11;17.90;41.70;0.13;1.28;0;0.00;0.62
UNO;2015/01/06 23:04:15;693;693;0.11;17.90;41.70;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 23:04:47;694;694;0.11;17.90;41.70;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 23:05:18;695;695;0.11;17.90;41.70;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 23:05:50;696;696;0.11;17.90;41.70;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 23:06:21;697;697;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 23:06:53;698;698;0.11;17.90;41.70;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 23:07:25;699;699;0.12;17.90;41.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:07:56;700;700;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 23:08:28;701;701;0.11;17.90;41.70;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 23:08:59;702;702;0.11;17.90;41.70;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 23:09:31;703;703;0.11;17.90;41.80;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 23:10:03;704;704;0.11;17.90;41.70;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 23:10:34;705;705;0.11;17.90;41.70;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 23:11:06;706;706;0.12;17.90;41.70;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 23:11:37;707;707;0.11;17.90;41.70;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 23:12:09;708;708;0.11;17.90;41.70;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 23:12:41;709;709;0.11;17.90;41.70;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 23:13:12;710;710;0.11;17.90;41.70;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:13:44;711;711;0.11;17.80;41.60;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 23:14:15;712;712;0.11;17.90;41.80;0.13;1.40;0;0.00;0.62
UNO;2015/01/06 23:14:47;713;713;0.11;17.90;41.80;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 23:15:19;714;714;0.11;17.90;41.80;0.15;1.41;0;0.00;0.62
UNO;2015/01/06 23:15:50;715;715;0.11;17.90;41.80;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:16:22;716;716;0.11;17.90;41.80;0.13;1.23;0;0.00;0.62
UNO;2015/01/06 23:16:53;717;717;0.11;17.90;41.70;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 23:17:25;718;718;0.11;17.90;41.80;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:17:57;719;719;0.11;17.90;41.70;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:18:28;720;720;0.11;17.90;41.80;0.13;1.43;0;0.00;0.62
UNO;2015/01/06 23:19:00;721;721;0.11;17.90;41.70;0.14;1.25;0;0.00;0.62
UNO;2015/01/06 23:19:31;722;722;0.11;17.90;41.70;0.13;1.21;0;0.00;0.62
UNO;2015/01/06 23:20:03;723;723;0.11;18.00;41.70;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:20:35;724;724;0.11;18.00;41.70;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 23:21:06;725;725;0.11;17.90;41.70;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 23:21:38;726;726;0.11;17.90;41.70;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 23:22:09;727;727;0.11;18.00;41.70;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 23:22:41;728;728;0.12;17.90;41.70;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 23:23:13;729;729;0.11;17.90;41.60;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 23:23:44;730;730;0.11;18.00;41.60;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 23:24:16;731;731;0.11;18.00;41.60;0.14;1.16;0;0.00;0.62
UNO;2015/01/06 23:24:47;732;732;0.11;17.90;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:25:19;733;733;0.11;18.00;41.60;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 23:25:51;734;734;0.12;17.90;41.60;0.13;1.19;0;0.00;0.62
UNO;2015/01/06 23:26:22;735;735;0.11;18.00;41.60;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 23:26:54;736;736;0.11;18.00;41.60;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 23:27:25;737;737;0.11;18.00;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:27:57;738;738;0.11;18.00;41.60;0.13;1.39;0;0.00;0.62
UNO;2015/01/06 23:28:29;739;739;0.11;17.90;41.60;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 23:29:00;740;740;0.11;18.00;41.60;0.14;1.25;0;0.00;0.62
UNO;2015/01/06 23:29:31;741;741;0.12;18.00;41.60;0.13;1.44;188619;0.61;317.73
UNO;2015/01/06 23:30:03;742;742;0.11;17.90;41.60;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 23:30:35;743;743;0.11;17.90;41.60;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 23:31:06;744;744;0.11;17.90;41.60;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 23:31:38;745;745;0.12;17.90;41.60;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 23:32:09;746;746;0.12;17.90;41.60;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:32:41;747;747;0.11;17.90;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:33:13;748;748;0.12;17.90;41.60;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 23:33:44;749;749;0.11;17.90;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:34:16;750;750;0.11;17.90;41.60;0.13;1.30;0;0.00;0.62
UNO;2015/01/06 23:34:47;751;751;0.11;17.90;41.60;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 23:35:19;752;752;0.11;17.90;41.60;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 23:35:51;753;753;0.11;17.90;41.60;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 23:36:22;754;754;0.11;17.90;41.60;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:36:54;755;755;0.12;17.90;41.70;0.13;1.25;0;0.00;0.62
UNO;2015/01/06 23:37:25;756;756;0.11;17.90;41.60;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 23:37:57;757;757;0.11;17.90;41.60;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 23:38:29;758;758;0.11;17.90;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:39:00;759;759;0.11;17.90;41.70;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 23:39:32;760;760;0.12;17.90;41.70;0.14;1.40;0;0.00;0.62
UNO;2015/01/06 23:40:03;761;761;0.11;17.90;41.70;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 23:40:35;762;762;0.12;17.90;41.70;0.15;1.27;0;0.00;0.62
UNO;2015/01/06 23:41:07;763;763;0.12;17.90;41.70;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 23:41:38;764;764;0.11;17.80;41.60;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 23:42:10;765;765;0.12;17.90;41.70;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 23:42:41;766;766;0.11;17.80;41.60;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 23:43:13;767;767;0.12;17.90;41.70;0.13;1.40;0;0.00;0.62
UNO;2015/01/06 23:43:45;768;768;0.11;17.90;41.70;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 23:44:16;769;769;0.11;17.90;41.70;0.13;1.21;0;0.00;0.62
UNO;2015/01/06 23:44:48;770;770;0.11;17.90;41.70;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 23:45:19;771;771;0.11;17.90;41.70;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 23:45:51;772;772;0.11;17.90;41.70;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:46:23;773;773;0.12;17.80;41.60;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 23:46:54;774;774;0.11;17.80;41.60;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 23:47:26;775;775;0.12;17.90;41.70;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 23:47:57;776;776;0.11;17.90;41.70;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 23:48:29;777;777;0.11;17.80;41.60;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:49:01;778;778;0.11;17.90;41.80;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:49:32;779;779;0.11;17.90;41.80;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 23:50:04;780;780;0.12;17.90;41.70;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 23:50:35;781;781;0.11;17.90;41.70;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:51:07;782;782;0.12;17.90;41.70;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:51:38;783;783;0.11;17.90;41.70;0.14;1.42;93717;0.31;162.24
UNO;2015/01/06 23:52:09;784;784;0.11;17.90;41.70;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 23:52:41;785;785;0.11;17.90;41.70;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 23:53:12;786;786;0.11;17.90;41.70;0.13;1.22;0;0.00;0.62
UNO;2015/01/06 23:53:44;787;787;0.12;17.90;41.70;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 23:54:16;788;788;0.11;17.90;41.70;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 23:54:47;789;789;0.11;17.90;41.70;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 23:55:19;790;790;0.12;17.90;41.70;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 23:55:50;791;791;0.11;17.90;41.70;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 23:56:22;792;792;0.12;17.90;41.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 23:56:53;793;793;0.11;18.00;41.60;0.13;1.33;0;0.00;0.62
UNO;2015/01/06 23:57:25;794;794;0.12;18.00;41.60;0.13;1.44;0;0.00;0.62
UNO;2015/01/06 23:57:57;795;795;0.11;18.00;41.60;0.14;1.25;0;0.00;0.62
UNO;2015/01/06 23:58:28;796;796;0.11;18.00;41.60;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 23:59:00;797;797;0.12;18.00;41.50;0.14;1.41;0;0.00;0.62
