UNO;2015/01/06 15:22:20;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO;2015/01/06 15:24:49;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO;2015/01/06 15:25:19;1;1;0.16;20.90;42.00;0.17;1.22;28436;0.09;49.50
UNO;2015/01/06 15:25:51;2;2;0.15;20.90;42.00;0.18;1.16;0;0.00;0.62
UNO;2015/01/06 15:26:23;3;3;0.15;20.90;42.10;0.17;1.41;0;0.00;0.62
UNO;2015/01/06 16:59:35;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO;2015/01/06 17:00:07;1;1;0.12;20.40;40.00;0.15;1.33;0;0.00;0.62
UNO;2015/01/06 17:00:39;2;2;0.12;20.40;40.00;0.15;1.09;0;0.00;0.62
UNO;2015/01/06 17:01:10;3;3;0.12;20.40;39.70;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 17:01:42;4;4;0.12;20.40;39.90;0.15;1.09;0;0.00;0.62
UNO;2015/01/06 17:02:13;5;5;0.12;20.40;39.80;0.14;1.09;0;0.00;0.62
UNO;2015/01/06 17:02:45;6;6;0.11;20.30;39.80;0.14;1.10;0;0.00;0.62
UNO;2015/01/06 17:03:17;7;7;0.12;20.40;39.70;0.14;1.13;0;0.00;0.62
UNO;2015/01/06 17:03:48;8;8;0.12;20.30;39.70;0.14;1.13;0;0.00;0.62
UNO;2015/01/06 17:04:20;9;9;0.12;20.30;39.80;0.14;1.10;0;0.00;0.62
UNO;2015/01/06 17:04:51;10;10;0.12;20.30;39.60;0.14;1.13;281300;0.92;477.30
UNO;2015/01/06 17:05:22;11;11;0.12;20.30;39.60;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 17:05:54;12;12;0.11;20.30;39.70;0.14;1.22;86245;0.28;147.48
UNO;2015/01/06 17:06:25;13;13;0.12;20.30;39.40;0.14;1.12;405004;1.30;672.51
UNO;2015/01/06 17:06:56;14;14;0.12;20.30;39.30;0.14;1.09;130307;0.43;225.02
UNO;2015/01/06 17:07:27;15;15;0.12;20.30;39.20;0.14;1.60;81892;0.27;139.55
UNO;2015/01/06 17:07:58;16;16;0.12;20.20;38.90;0.14;1.38;516960;1.67;864.54
UNO;2015/01/06 17:08:29;17;17;0.11;20.30;38.80;0.14;1.39;609360;2.02;1045.88
UNO;2015/01/06 17:09:00;18;18;0.11;20.20;39.00;0.13;1.27;537323;1.77;912.82
UNO;2015/01/06 17:09:31;19;19;0.11;20.30;38.90;0.14;1.24;176649;0.59;305.54
UNO;2015/01/06 17:10:02;20;20;0.11;20.30;39.00;0.12;1.20;1151353;3.74;1948.63
UNO;2015/01/06 17:10:33;21;21;0.11;20.30;38.80;0.13;1.37;192299;0.63;329.14
UNO;2015/01/06 17:11:04;22;22;0.11;20.30;38.70;0.13;1.48;0;0.00;0.62
UNO;2015/01/06 17:11:36;23;23;0.11;20.20;38.40;0.13;1.27;0;0.00;0.62
UNO;2015/01/06 17:12:08;24;24;0.11;20.30;38.40;0.13;1.17;0;0.00;0.62
UNO;2015/01/06 17:12:39;25;25;0.11;20.20;38.40;0.13;1.42;0;0.00;0.62
UNO;2015/01/06 17:13:11;26;26;0.11;20.20;38.50;0.13;1.37;0;0.00;0.62
UNO;2015/01/06 17:13:42;27;27;0.11;20.20;38.80;0.13;1.33;0;0.00;0.62
UNO;2015/01/06 17:14:13;28;28;0.11;20.20;38.70;0.14;1.21;92952;0.31;160.22
UNO;2015/01/06 17:14:45;29;29;0.11;20.20;38.90;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 17:15:16;30;30;0.11;20.20;38.60;0.13;1.30;0;0.00;0.62
UNO;2015/01/06 17:15:48;31;31;0.11;20.10;38.90;0.12;1.25;0;0.00;0.62
UNO;2015/01/06 17:16:20;32;32;0.11;20.10;38.60;0.13;1.36;0;0.00;0.62
UNO;2015/01/06 17:16:51;33;33;0.12;20.10;39.00;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 17:17:23;34;34;0.11;20.10;38.90;0.13;1.38;0;0.00;0.62
UNO;2015/01/06 17:17:54;35;35;0.11;20.10;38.90;0.13;1.23;0;0.00;0.62
UNO;2015/01/06 17:18:26;36;36;0.11;20.10;39.10;0.13;1.42;0;0.00;0.62
UNO;2015/01/06 17:18:58;37;37;0.11;20.00;39.00;0.13;1.26;0;0.00;0.62
UNO;2015/01/06 17:19:29;38;38;0.11;20.00;39.00;0.13;1.19;0;0.00;0.62
UNO;2015/01/06 17:20:01;39;39;0.11;20.00;38.90;0.13;1.34;0;0.00;0.62
UNO;2015/01/06 17:20:32;40;40;0.11;20.00;38.60;0.13;1.16;0;0.00;0.62
UNO;2015/01/06 17:21:04;41;41;0.11;20.00;38.80;0.13;1.37;0;0.00;0.62
UNO;2015/01/06 17:21:36;42;42;0.11;20.00;38.80;0.13;1.21;0;0.00;0.62
UNO;2015/01/06 17:22:07;43;43;0.11;20.00;38.90;0.13;1.33;0;0.00;0.62
UNO;2015/01/06 17:22:39;44;44;0.11;20.00;38.80;0.13;1.30;0;0.00;0.62
UNO;2015/01/06 17:23:10;45;45;0.11;20.00;38.80;0.13;1.27;0;0.00;0.62
UNO;2015/01/06 17:23:42;46;46;0.11;19.90;39.00;0.13;1.42;0;0.00;0.62
UNO;2015/01/06 17:24:14;47;47;0.11;20.00;39.00;0.13;1.34;0;0.00;0.62
UNO;2015/01/06 17:24:45;48;48;0.11;19.90;39.00;0.13;1.17;0;0.00;0.62
UNO;2015/01/06 17:25:17;49;49;0.12;19.90;39.10;0.13;1.15;0;0.00;0.62
UNO;2015/01/06 17:25:48;50;50;0.11;19.90;39.00;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 17:26:20;51;51;0.11;19.90;39.10;0.13;1.16;0;0.00;0.62
UNO;2015/01/06 17:26:52;52;52;0.12;19.90;39.00;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 17:27:23;53;53;0.11;19.90;39.20;0.13;1.40;0;0.00;0.62
UNO;2015/01/06 17:27:55;54;54;0.11;19.80;39.20;0.13;1.37;0;0.00;0.62
UNO;2015/01/06 17:28:26;55;55;0.11;19.80;39.30;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 17:28:58;56;56;0.11;19.80;39.30;0.13;1.35;0;0.00;0.62
UNO;2015/01/06 17:29:29;57;57;0.11;19.80;39.30;0.13;1.23;0;0.00;0.62
UNO;2015/01/06 17:30:01;58;58;0.11;19.80;39.40;0.13;1.35;0;0.00;0.62
UNO;2015/01/06 17:30:33;59;59;0.11;19.80;39.40;0.13;1.20;0;0.00;0.62
UNO;2015/01/06 17:31:04;60;60;0.11;19.70;39.40;0.13;1.18;0;0.00;0.62
UNO;2015/01/06 17:31:36;61;61;0.11;19.70;39.50;0.13;1.38;0;0.00;0.62
UNO;2015/01/06 17:32:07;62;62;0.11;19.70;39.50;0.13;1.41;0;0.00;0.62
UNO;2015/01/06 17:32:39;63;63;0.11;19.70;39.40;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:33:11;64;64;0.11;19.70;39.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 17:33:42;65;65;0.11;19.60;39.50;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 17:34:14;66;66;0.11;19.70;39.60;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 17:34:45;67;67;0.11;19.70;39.60;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 17:35:17;68;68;0.11;19.60;39.50;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 17:35:49;69;69;0.12;19.60;39.60;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 17:36:20;70;70;0.11;19.60;39.50;0.13;1.44;0;0.00;0.62
UNO;2015/01/06 17:36:52;71;71;0.12;19.60;39.60;0.14;1.44;21885;0.07;37.37
UNO;2015/01/06 17:37:23;72;72;0.11;19.60;39.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 17:37:54;73;73;0.11;19.60;39.70;0.13;1.18;78413;0.26;134.16
UNO;2015/01/06 17:38:26;74;74;0.11;19.60;39.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 17:38:58;75;75;0.11;19.50;39.70;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 17:39:29;76;76;0.11;19.50;39.80;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 17:40:01;77;77;0.11;19.50;39.70;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:40:32;78;78;0.11;19.50;39.70;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 17:41:04;79;79;0.11;19.50;39.80;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 17:41:35;80;80;0.11;19.50;39.70;0.14;1.24;16806;0.05;28.92
UNO;2015/01/06 17:42:06;81;81;0.11;19.50;39.80;0.14;1.30;248671;0.81;421.69
UNO;2015/01/06 17:42:38;82;82;0.11;19.50;39.80;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 17:43:10;83;83;0.12;19.50;39.90;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:43:41;84;84;0.11;19.50;39.90;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 17:44:13;85;85;0.11;19.50;39.90;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:44:44;86;86;0.11;19.50;39.90;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 17:45:16;87;87;0.11;19.50;39.90;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 17:45:48;88;88;0.11;19.50;40.00;0.14;1.32;0;0.00;0.62
UNO;2015/01/06 17:46:19;89;89;0.12;19.50;39.90;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 17:46:51;90;90;0.11;19.50;39.90;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 17:47:22;91;91;0.11;19.50;39.90;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 17:47:54;92;92;0.11;19.50;40.00;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:48:26;93;93;0.11;19.50;39.90;0.14;1.40;0;0.00;0.62
UNO;2015/01/06 17:48:57;94;94;0.12;19.50;40.00;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 17:49:29;95;95;0.11;19.50;40.00;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 17:50:00;96;96;0.11;19.50;40.00;0.14;1.44;21982;0.07;37.77
UNO;2015/01/06 17:50:32;97;97;0.11;19.50;39.90;0.14;1.40;0;0.00;0.62
UNO;2015/01/06 17:51:03;98;98;0.11;19.50;39.90;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 17:51:35;99;99;0.12;19.50;39.80;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 17:52:06;100;100;0.11;19.50;39.90;0.14;1.32;0;0.00;0.62
UNO;2015/01/06 17:52:38;101;101;0.11;19.50;39.90;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 17:53:10;102;102;0.12;19.50;39.80;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 17:53:41;103;103;0.11;19.50;39.90;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 17:54:13;104;104;0.11;19.50;39.80;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 17:54:44;105;105;0.11;19.50;39.70;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 17:55:16;106;106;0.11;19.50;39.80;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 17:55:48;107;107;0.11;19.50;39.80;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 17:56:19;108;108;0.11;19.50;39.70;0.14;1.40;25102;0.08;43.46
UNO;2015/01/06 17:56:50;109;109;0.11;19.50;39.70;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 17:57:22;110;110;0.11;19.50;39.80;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 17:57:53;111;111;0.12;19.50;39.80;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 17:58:25;112;112;0.11;19.50;39.80;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 17:58:57;113;113;0.11;19.50;39.80;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 17:59:28;114;114;0.12;19.50;39.80;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 18:00:00;115;115;0.11;19.50;39.80;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 18:00:31;116;116;0.11;19.50;39.80;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 18:01:03;117;117;0.11;19.50;39.90;0.13;1.32;0;0.00;0.62
UNO;2015/01/06 18:01:35;118;118;0.11;19.50;39.90;0.14;1.17;0;0.00;0.62
UNO;2015/01/06 18:02:06;119;119;0.11;19.50;39.90;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 18:02:38;120;120;0.11;19.40;39.80;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 18:03:09;121;121;0.11;19.40;39.90;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 18:03:41;122;122;0.11;19.40;39.90;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 18:04:13;123;123;0.11;19.40;39.90;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 18:04:44;124;124;0.11;19.40;39.90;0.13;1.30;0;0.00;0.62
UNO;2015/01/06 18:05:16;125;125;0.11;19.40;39.90;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 18:05:47;126;126;0.11;19.40;40.00;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:06:19;127;127;0.11;19.40;40.00;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:06:51;128;128;0.11;19.40;40.00;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:07:22;129;129;0.12;19.40;40.00;0.15;1.37;0;0.00;0.62
UNO;2015/01/06 18:07:54;130;130;0.11;19.40;40.00;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:08:25;131;131;0.11;19.40;40.00;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 18:08:57;132;132;0.12;19.40;40.00;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 18:09:29;133;133;0.12;19.30;40.00;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 18:10:00;134;134;0.11;19.40;40.00;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 18:10:32;135;135;0.12;19.30;40.00;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 18:11:03;136;136;0.11;19.30;40.10;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:11:35;137;137;0.12;19.30;40.10;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 18:12:07;138;138;0.11;19.30;40.10;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:12:38;139;139;0.11;19.30;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 18:13:10;140;140;0.11;19.30;40.20;0.14;1.37;0;0.00;0.62
UNO;2015/01/06 18:13:41;141;141;0.11;19.30;40.20;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 18:14:13;142;142;0.11;19.30;40.20;0.14;1.18;171325;0.56;288.97
UNO;2015/01/06 18:14:44;143;143;0.11;19.30;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 18:15:16;144;144;0.11;19.30;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 18:15:47;145;145;0.11;19.30;40.20;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:16:19;146;146;0.12;19.30;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 18:16:51;147;147;0.11;19.30;40.20;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 18:17:22;148;148;0.12;19.30;40.20;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:17:54;149;149;0.12;19.30;40.20;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 18:18:25;150;150;0.11;19.30;40.20;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 18:18:57;151;151;0.11;19.30;40.20;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 18:19:29;152;152;0.11;19.30;40.20;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:20:00;153;153;0.11;19.30;40.20;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 18:20:32;154;154;0.11;19.30;40.20;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 18:21:03;155;155;0.12;19.30;40.20;0.14;1.25;0;0.00;0.62
UNO;2015/01/06 18:21:35;156;156;0.12;19.30;40.20;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:22:07;157;157;0.11;19.30;40.20;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 18:22:38;158;158;0.11;19.30;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 18:23:10;159;159;0.11;19.30;40.20;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:23:41;160;160;0.11;19.30;40.10;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 18:24:13;161;161;0.12;19.30;40.10;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 18:24:44;162;162;0.11;19.30;40.10;0.14;1.45;65557;0.22;113.38
UNO;2015/01/06 18:25:15;163;163;0.12;19.30;40.00;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 18:25:46;164;164;0.12;19.40;40.00;0.14;1.20;89703;0.29;153.49
UNO;2015/01/06 18:26:18;165;165;0.11;19.40;40.00;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 18:26:49;166;166;0.11;19.40;40.00;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 18:27:21;167;167;0.11;19.40;40.00;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 18:27:53;168;168;0.12;19.40;40.00;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:28:24;169;169;0.11;19.40;40.00;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 18:28:56;170;170;0.11;19.40;39.90;0.14;1.47;0;0.00;0.62
UNO;2015/01/06 18:29:27;171;171;0.11;19.40;39.90;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 18:29:59;172;172;0.12;19.40;39.90;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:30:31;173;173;0.12;19.40;39.90;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 18:31:02;174;174;0.12;19.40;39.90;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 18:31:34;175;175;0.11;19.40;39.90;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 18:32:05;176;176;0.11;19.40;40.00;0.14;1.32;0;0.00;0.62
UNO;2015/01/06 18:32:37;177;177;0.11;19.40;39.90;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 18:33:09;178;178;0.11;19.30;39.90;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 18:33:40;179;179;0.12;19.30;40.00;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 18:34:12;180;180;0.11;19.40;40.00;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 18:34:43;181;181;0.11;19.30;40.00;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 18:35:15;182;182;0.11;19.30;40.00;0.13;1.18;0;0.00;0.62
UNO;2015/01/06 18:35:47;183;183;0.12;19.30;40.00;0.14;1.37;0;0.00;0.62
UNO;2015/01/06 18:36:18;184;184;0.11;19.30;40.00;0.14;1.43;0;0.00;0.62
UNO;2015/01/06 18:36:50;185;185;0.11;19.30;40.00;0.14;1.28;0;0.00;0.62
UNO;2015/01/06 18:37:21;186;186;0.12;19.30;40.00;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 18:37:53;187;187;0.11;19.30;40.00;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 18:38:25;188;188;0.11;19.30;40.10;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 18:38:56;189;189;0.11;19.30;40.10;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:39:28;190;190;0.11;19.30;40.10;0.15;1.34;0;0.00;0.62
UNO;2015/01/06 18:39:59;191;191;0.11;19.30;40.10;0.14;1.19;0;0.00;0.62
UNO;2015/01/06 18:40:31;192;192;0.11;19.30;40.10;0.14;1.18;33405;0.11;56.80
UNO;2015/01/06 18:41:02;193;193;0.12;19.30;40.10;0.14;1.38;0;0.00;0.62
UNO;2015/01/06 18:41:34;194;194;0.11;19.20;40.00;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 18:42:06;195;195;0.11;19.30;40.20;0.14;1.36;0;0.00;0.62
UNO;2015/01/06 18:42:37;196;196;0.11;19.20;40.10;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 18:43:09;197;197;0.12;19.20;40.10;0.14;1.34;0;0.00;0.62
UNO;2015/01/06 18:43:40;198;198;0.11;19.20;40.10;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:44:12;199;199;0.11;19.20;40.10;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 18:44:44;200;200;0.11;19.20;40.10;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 18:45:15;201;201;0.11;19.20;40.10;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 18:45:47;202;202;0.11;19.20;40.10;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 18:46:18;203;203;0.12;19.20;40.20;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:46:50;204;204;0.11;19.20;40.10;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 18:47:22;205;205;0.11;19.20;40.20;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 18:47:53;206;206;0.12;19.20;40.20;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 18:48:25;207;207;0.12;19.20;40.20;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 18:48:56;208;208;0.11;19.20;40.20;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 18:49:28;209;209;0.11;19.20;40.20;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 18:50:00;210;210;0.12;19.20;40.20;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:50:31;211;211;0.11;19.20;40.20;0.13;1.33;0;0.00;0.62
UNO;2015/01/06 18:51:03;212;212;0.11;19.20;40.20;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 18:51:34;213;213;0.11;19.20;40.20;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 18:52:06;214;214;0.11;19.10;40.20;0.14;1.35;0;0.00;0.62
UNO;2015/01/06 18:52:38;215;215;0.11;19.20;40.20;0.14;1.20;0;0.00;0.62
UNO;2015/01/06 18:53:09;216;216;0.12;19.20;40.20;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 18:53:41;217;217;0.11;19.20;40.20;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 18:54:12;218;218;0.11;19.20;40.20;0.14;1.22;0;0.00;0.62
UNO;2015/01/06 18:54:44;219;219;0.11;19.20;40.20;0.14;1.23;0;0.00;0.62
UNO;2015/01/06 18:55:16;220;220;0.12;19.20;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 18:55:47;221;221;0.11;19.20;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 18:56:19;222;222;0.11;19.20;40.20;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 18:56:50;223;223;0.11;19.20;40.20;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 18:57:22;224;224;0.11;19.10;40.20;0.14;1.31;0;0.00;0.62
UNO;2015/01/06 18:57:53;225;225;0.11;19.10;40.20;0.14;1.26;0;0.00;0.62
UNO;2015/01/06 18:58:25;226;226;0.11;19.20;40.20;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 18:58:57;227;227;0.12;19.20;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 18:59:28;228;228;0.12;19.20;40.20;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 19:00:00;229;229;0.12;19.20;40.20;0.14;1.29;0;0.00;0.62
UNO;2015/01/06 19:00:31;230;230;0.11;19.20;40.20;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 19:01:03;231;231;0.11;19.10;40.20;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 19:01:35;232;232;0.11;19.20;40.20;0.14;1.41;0;0.00;0.62
UNO;2015/01/06 19:02:06;233;233;0.11;19.10;40.20;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 19:02:38;234;234;0.11;19.20;40.20;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 19:03:09;235;235;0.11;19.10;40.20;0.14;1.46;0;0.00;0.62
UNO;2015/01/06 19:03:41;236;236;0.11;19.10;40.20;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 19:04:13;237;237;0.12;19.10;40.20;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 19:04:44;238;238;0.11;19.10;40.20;0.14;1.24;0;0.00;0.62
UNO;2015/01/06 19:05:16;239;239;0.11;19.20;40.20;0.14;1.30;0;0.00;0.62
UNO;2015/01/06 19:05:47;240;240;0.11;19.10;40.20;0.14;1.45;0;0.00;0.62
UNO;2015/01/06 19:06:19;241;241;0.12;19.10;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 19:06:51;242;242;0.11;19.10;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 19:07:22;243;243;0.11;19.10;40.20;0.14;1.18;0;0.00;0.62
UNO;2015/01/06 19:07:54;244;244;0.11;19.10;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 19:08:25;245;245;0.11;19.20;40.20;0.14;1.27;0;0.00;0.62
UNO;2015/01/06 19:08:57;246;246;0.11;19.10;40.20;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 19:09:29;247;247;0.11;19.10;40.20;0.14;1.33;0;0.00;0.62
UNO;2015/01/06 19:10:00;248;248;0.11;19.10;40.20;0.14;1.42;0;0.00;0.62
UNO;2015/01/06 19:10:32;249;249;0.11;19.10;40.20;0.14;1.44;0;0.00;0.62
UNO;2015/01/06 19:11:03;250;250;0.11;19.10;40.20;0.14;1.39;0;0.00;0.62
UNO;2015/01/06 19:11:35;251;251;0.11;19.10;40.20;0.15;1.34;0;0.00;0.62
UNO;2015/01/06 19:12:07;252;252;0.11;19.10;40.20;0.14;1.21;0;0.00;0.62
UNO;2015/01/06 19:12:38;253;253;0.12;19.10;40.30;0.14;1.18;0;0.00;0.62
