UNO_515122C0;2015/01/23 10:51:53;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/01/23 22:38:59;701;701;0.12;21.20;26.40;0.06;2.23;80693;0.27;140.05
UNO_515122C0;2015/01/23 22:39:30;702;702;0.12;21.20;26.30;0.06;1.16;104165;0.34;178.23
UNO_515122C0;2015/01/23 22:40:01;703;703;0.12;21.20;26.30;0.06;2.26;52580;0.17;90.96
UNO_515122C0;2015/01/23 22:40:32;704;704;0.12;21.30;26.40;0.06;1.65;62378;0.20;106.22
UNO_515122C0;2015/01/23 22:41:04;705;705;0.12;21.20;26.30;0.06;1.46;56029;0.18;95.36
UNO_515122C0;2015/01/23 22:41:34;706;706;0.12;21.20;26.30;0.06;1.29;279830;0.93;481.22
UNO_515122C0;2015/01/23 22:42:05;707;707;0.12;21.20;26.40;0.06;2.29;63907;0.21;109.27
UNO_515122C0;2015/01/23 22:42:36;708;708;0.12;21.30;26.40;0.06;1.39;194781;0.65;334.95
UNO_515122C0;2015/01/23 22:43:07;709;709;0.12;21.20;26.30;0.06;2.29;42977;0.14;74.93
UNO_515122C0;2015/01/23 22:43:38;710;710;0.12;21.20;26.30;0.06;1.69;282482;0.91;471.80
UNO_515122C0;2015/01/23 22:44:09;711;711;0.12;21.20;26.30;0.06;2.35;93529;0.31;160.55
UNO_515122C0;2015/01/23 22:44:40;712;712;0.12;21.20;26.30;0.06;0.71;152561;0.50;258.67
UNO_515122C0;2015/01/23 22:45:11;713;713;0.12;21.20;26.30;0.06;2.32;159359;0.52;269.99
UNO_515122C0;2015/01/23 22:45:43;714;714;0.12;21.20;26.30;0.06;0.79;77105;0.25;131.78
UNO_515122C0;2015/01/23 22:46:13;715;715;0.12;21.20;26.30;0.06;1.15;224974;0.74;386.06
UNO_515122C0;2015/01/23 22:46:44;716;716;0.12;21.20;26.30;0.06;2.33;102400;0.34;175.55
UNO_515122C0;2015/01/23 22:47:15;717;717;0.12;21.20;26.30;0.06;1.22;204019;0.68;351.14
UNO_515122C0;2015/01/23 22:47:46;718;718;0.12;21.20;26.30;0.06;1.79;50303;0.16;85.75
UNO_515122C0;2015/01/23 22:48:17;719;719;0.12;21.20;26.30;0.06;1.88;106772;0.35;183.71
UNO_515122C0;2015/01/23 22:48:49;720;720;0.12;21.20;26.30;0.06;2.11;38798;0.12;65.26
UNO_515122C0;2015/01/23 22:49:19;721;721;0.12;21.20;26.30;0.06;1.37;248333;0.82;427.34
UNO_515122C0;2015/01/23 22:49:50;722;722;0.12;21.20;26.30;0.06;2.07;70626;0.23;122.46
UNO_515122C0;2015/01/23 22:50:21;723;723;0.12;21.20;26.30;0.06;1.76;139739;0.46;238.45
UNO_515122C0;2015/01/23 22:50:52;724;724;0.12;21.20;26.30;0.06;2.15;149300;0.49;252.43
UNO_515122C0;2015/01/23 22:51:23;725;725;0.12;21.20;26.30;0.06;0.69;160936;0.53;276.73
UNO_515122C0;2015/01/23 22:51:54;726;726;0.12;21.20;26.30;0.06;0.81;142162;0.47;242.63
UNO_515122C0;2015/01/23 22:52:25;727;727;0.12;21.20;26.30;0.06;2.31;88561;0.29;152.47
UNO_515122C0;2015/01/23 22:52:55;728;728;0.12;21.20;26.30;0.06;1.26;255434;0.85;440.13
UNO_515122C0;2015/01/23 22:53:26;729;729;0.12;21.20;26.30;0.06;0.91;231454;0.77;399.56
UNO_515122C0;2015/01/23 22:53:58;730;730;0.12;21.20;26.20;0.06;0.68;211532;0.68;351.94
UNO_515122C0;2015/01/23 22:54:29;731;731;0.12;21.20;26.20;0.06;2.33;111837;0.36;189.42
UNO_515122C0;2015/01/23 22:55:00;732;732;0.12;21.20;26.30;0.06;1.41;157191;0.52;271.23
UNO_515122C0;2015/01/23 22:55:30;733;733;0.12;21.20;26.20;0.06;1.85;94933;0.32;164.59
UNO_515122C0;2015/01/23 22:56:01;734;734;0.12;21.20;26.30;0.06;2.08;89453;0.29;153.07
UNO_515122C0;2015/01/23 22:56:32;735;735;0.12;21.20;26.30;0.06;0.82;164996;0.54;283.04
UNO_515122C0;2015/01/23 22:57:03;736;736;0.12;21.20;26.30;0.06;0.84;94157;0.31;159.74
UNO_515122C0;2015/01/23 22:57:35;737;737;0.12;21.20;26.30;0.06;0.81;146100;0.47;245.02
UNO_515122C0;2015/01/23 22:58:05;738;738;0.12;21.20;26.20;0.06;1.50;72350;0.24;124.85
UNO_515122C0;2015/01/23 22:58:37;739;739;0.12;21.20;26.30;0.06;1.95;144495;0.47;244.30
UNO_515122C0;2015/01/23 22:59:07;740;740;0.12;21.20;26.30;0.06;2.04;92047;0.31;159.38
UNO_515122C0;2015/01/23 22:59:38;741;741;0.12;21.20;26.20;0.06;1.60;20260;0.07;35.07
UNO_515122C0;2015/01/23 23:00:10;742;742;0.12;21.20;26.30;0.06;2.31;35227;0.12;60.59
UNO_515122C0;2015/01/23 23:00:40;743;743;0.12;21.20;26.30;0.06;2.25;27235;0.09;47.37
UNO_515122C0;2015/01/23 23:01:11;744;744;0.12;21.20;26.20;0.06;2.29;96730;0.32;167.33
UNO_515122C0;2015/01/23 23:01:43;745;745;0.12;21.20;26.20;0.06;0.78;41663;0.13;70.31
UNO_515122C0;2015/01/23 23:02:13;746;746;0.12;21.20;26.20;0.06;0.73;95373;0.32;164.22
UNO_515122C0;2015/01/23 23:02:44;747;747;0.12;21.20;26.20;0.06;2.27;118545;0.39;202.63
UNO_515122C0;2015/01/23 23:03:15;748;748;0.12;21.20;26.20;0.06;1.69;41121;0.14;71.22
UNO_515122C0;2015/01/23 23:03:46;749;749;0.12;21.20;26.20;0.06;0.75;126397;0.42;218.22
UNO_515122C0;2015/01/23 23:04:17;750;750;0.12;21.20;26.30;0.06;0.71;31735;0.10;54.73
UNO_515122C0;2015/01/23 23:04:48;751;751;0.12;21.20;26.20;0.06;2.05;71199;0.24;123.01
UNO_515122C0;2015/01/23 23:05:19;752;752;0.12;21.10;26.20;0.06;2.09;44868;0.14;75.56
UNO_515122C0;2015/01/23 23:05:51;753;753;0.12;21.20;26.20;0.06;1.72;70882;0.23;120.03
UNO_515122C0;2015/01/23 23:06:21;754;754;0.12;21.10;26.30;0.06;0.77;74075;0.25;128.35
UNO_515122C0;2015/01/23 23:06:52;755;755;0.12;21.20;26.20;0.06;2.18;31687;0.10;54.31
UNO_515122C0;2015/01/23 23:07:23;756;756;0.12;21.10;26.20;0.06;0.79;30866;0.10;54.00
UNO_515122C0;2015/01/23 23:07:54;757;757;0.12;21.10;26.30;0.06;2.13;38295;0.13;66.66
UNO_515122C0;2015/01/23 23:08:25;758;758;0.12;21.10;26.20;0.06;2.28;53225;0.17;90.73
UNO_515122C0;2015/01/23 23:08:55;759;759;0.12;21.20;26.30;0.06;0.72;11482;0.04;20.52
UNO_515122C0;2015/01/23 23:09:26;760;760;0.12;21.10;26.20;0.06;2.31;75114;0.25;130.08
UNO_515122C0;2015/01/23 23:09:58;761;761;0.12;21.20;26.30;0.06;1.37;107761;0.35;180.79
UNO_515122C0;2015/01/23 23:10:29;762;762;0.12;21.10;26.20;0.06;2.15;39884;0.13;67.78
UNO_515122C0;2015/01/23 23:11:00;763;763;0.12;21.10;26.20;0.06;1.33;71005;0.23;120.87
UNO_515122C0;2015/01/23 23:11:31;764;764;0.12;21.10;26.20;0.06;0.73;43698;0.14;74.56
UNO_515122C0;2015/01/23 23:12:02;765;765;0.12;21.10;26.20;0.06;1.11;17889;0.06;31.58
UNO_515122C0;2015/01/23 23:12:33;766;766;0.12;21.10;26.20;0.06;2.17;47995;0.16;82.44
UNO_515122C0;2015/01/23 23:13:04;767;767;0.12;21.10;26.20;0.06;2.32;28856;0.09;49.17
UNO_515122C0;2015/01/23 23:13:36;768;768;0.12;21.10;26.20;0.06;1.64;43678;0.14;74.53
UNO_515122C0;2015/01/23 23:14:07;769;769;0.12;21.10;26.20;0.06;1.90;249511;0.82;424.32
UNO_515122C0;2015/01/23 23:14:38;770;770;0.12;21.10;26.20;0.06;2.12;27308;0.09;46.71
UNO_515122C0;2015/01/23 23:15:09;771;771;0.12;21.10;26.20;0.06;1.41;189399;0.63;325.97
UNO_515122C0;2015/01/23 23:15:40;772;772;0.12;21.10;26.20;0.06;1.40;107399;0.35;182.52
UNO_515122C0;2015/01/23 23:16:11;773;773;0.12;21.10;26.30;0.06;1.75;118988;0.39;202.19
UNO_515122C0;2015/01/23 23:16:42;774;774;0.12;21.20;26.20;0.06;0.70;88807;0.30;153.78
UNO_515122C0;2015/01/23 23:17:12;775;775;0.12;21.10;26.20;0.06;0.70;108773;0.36;188.54
UNO_515122C0;2015/01/23 23:17:43;776;776;0.12;21.10;26.20;0.06;0.92;211839;0.69;357.30
UNO_515122C0;2015/01/23 23:18:15;777;777;0.12;21.10;26.20;0.06;0.71;35970;0.12;60.62
UNO_515122C0;2015/01/23 23:18:46;778;778;0.12;21.10;26.20;0.06;2.29;96217;0.32;164.38
UNO_515122C0;2015/01/23 23:19:18;779;779;0.12;21.10;26.20;0.06;0.70;55752;0.18;94.35
UNO_515122C0;2015/01/23 23:19:49;780;780;0.12;21.10;26.20;0.06;2.10;81551;0.27;138.46
UNO_515122C0;2015/01/23 23:20:20;781;781;0.12;21.10;26.20;0.06;0.72;77147;0.25;129.85
UNO_515122C0;2015/01/23 23:20:51;782;782;0.12;21.10;26.20;0.06;2.31;94444;0.31;162.14
UNO_515122C0;2015/01/23 23:21:22;783;783;0.12;21.10;26.20;0.06;1.98;197726;0.66;340.99
UNO_515122C0;2015/01/23 23:21:53;784;784;0.12;21.10;26.20;0.06;2.25;46692;0.15;79.83
UNO_515122C0;2015/01/23 23:22:25;785;785;0.12;21.10;26.20;0.06;1.42;93788;0.30;157.10
UNO_515122C0;2015/01/23 23:22:55;786;786;0.12;21.10;26.20;0.06;2.32;63048;0.21;108.98
UNO_515122C0;2015/01/23 23:23:27;787;787;0.12;21.10;26.20;0.06;2.17;78052;0.25;131.09
UNO_515122C0;2015/01/23 23:23:58;788;788;0.12;21.10;26.20;0.06;0.70;46231;0.15;80.43
UNO_515122C0;2015/01/23 23:24:28;789;789;0.12;21.10;26.20;0.06;0.78;33960;0.11;58.86
UNO_515122C0;2015/01/23 23:25:00;790;790;0.12;21.10;26.20;0.06;1.65;26387;0.09;45.36
UNO_515122C0;2015/01/23 23:25:31;791;791;0.12;21.10;26.20;0.06;1.91;122265;0.40;207.22
UNO_515122C0;2015/01/23 23:26:02;792;792;0.12;21.10;26.20;0.06;1.47;35932;0.12;62.13
UNO_515122C0;2015/01/23 23:26:33;793;793;0.12;21.10;26.20;0.06;2.32;101341;0.33;170.39
UNO_515122C0;2015/01/23 23:27:04;794;794;0.12;21.10;26.20;0.06;1.33;100708;0.33;174.36
UNO_515122C0;2015/01/23 23:27:36;795;795;0.12;21.10;26.20;0.06;0.75;0;0.00;0.62
UNO_515122C0;2015/01/23 23:28:07;796;796;0.12;21.10;26.20;0.06;0.81;170512;0.55;286.94
UNO_515122C0;2015/01/23 23:28:38;797;797;0.12;21.10;26.20;0.06;0.71;21173;0.07;36.12
UNO_515122C0;2015/01/23 23:29:09;798;798;0.12;21.10;26.20;0.06;0.69;119070;0.39;204.20
UNO_515122C0;2015/01/23 23:29:40;799;799;0.12;21.10;26.20;0.06;1.30;10132;0.03;17.82
UNO_515122C0;2015/01/23 23:30:11;800;800;0.12;21.10;26.20;0.06;1.64;43727;0.15;76.13
UNO_515122C0;2015/01/23 23:30:42;801;801;0.12;21.10;26.20;0.06;0.84;39351;0.13;67.20
UNO_515122C0;2015/01/23 23:31:14;802;802;0.12;21.10;26.20;0.06;0.79;174130;0.57;294.78
UNO_515122C0;2015/01/23 23:31:45;803;803;0.12;21.10;26.20;0.06;1.39;128417;0.42;219.24
UNO_515122C0;2015/01/23 23:32:16;804;804;0.12;21.10;26.20;0.06;1.88;0;0.00;0.62
UNO_515122C0;2015/01/23 23:32:48;805;805;0.12;21.10;26.20;0.06;0.74;145689;0.47;245.59
UNO_515122C0;2015/01/23 23:33:19;806;806;0.12;21.10;26.20;0.06;0.79;98773;0.32;164.95
UNO_515122C0;2015/01/23 23:33:51;807;807;0.12;21.00;26.10;0.06;0.72;146055;0.47;246.88
UNO_515122C0;2015/01/23 23:34:21;808;808;0.12;21.00;26.10;0.06;0.73;146689;0.49;253.24
UNO_515122C0;2015/01/23 23:34:52;809;809;0.12;21.10;26.20;0.06;2.25;77930;0.25;132.02
UNO_515122C0;2015/01/23 23:35:24;810;810;0.12;21.10;26.20;0.06;0.75;174281;0.57;296.19
UNO_515122C0;2015/01/23 23:35:55;811;811;0.12;21.10;26.20;0.06;0.70;19494;0.06;33.55
UNO_515122C0;2015/01/23 23:36:26;812;812;0.12;21.00;26.10;0.06;0.71;78652;0.26;136.10
UNO_515122C0;2015/01/23 23:36:57;813;813;0.12;21.10;26.20;0.06;2.04;140456;0.46;237.87
UNO_515122C0;2015/01/23 23:37:28;814;814;0.12;21.00;26.10;0.06;0.88;31282;0.10;54.10
UNO_515122C0;2015/01/23 23:37:59;815;815;0.12;21.10;26.10;0.06;1.68;192749;0.63;325.52
UNO_515122C0;2015/01/23 23:38:30;816;816;0.12;21.10;26.10;0.06;1.49;94970;0.31;163.60
UNO_515122C0;2015/01/23 23:39:01;817;817;0.12;21.10;26.10;0.06;1.14;118310;0.39;200.33
UNO_515122C0;2015/01/23 23:39:32;818;818;0.12;21.00;26.10;0.06;1.61;116262;0.39;201.44
UNO_515122C0;2015/01/23 23:40:03;819;819;0.12;21.00;26.10;0.06;1.52;16085;0.05;27.94
UNO_515122C0;2015/01/23 23:40:33;820;820;0.12;21.00;26.10;0.06;0.81;49229;0.16;85.67
UNO_515122C0;2015/01/23 23:41:04;821;821;0.12;21.00;26.10;0.06;2.06;8181;0.03;14.75
UNO_515122C0;2015/01/23 23:41:35;822;822;0.12;21.10;26.20;0.06;2.29;18325;0.06;31.72
UNO_515122C0;2015/01/23 23:42:07;823;823;0.12;21.10;26.10;0.06;2.32;101324;0.33;170.20
UNO_515122C0;2015/01/23 23:42:37;824;824;0.12;21.00;26.00;0.06;2.17;178078;0.59;306.49
UNO_515122C0;2015/01/23 23:43:08;825;825;0.12;21.00;26.10;0.06;1.60;10768;0.04;18.92
UNO_515122C0;2015/01/23 23:43:39;826;826;0.12;21.00;26.10;0.06;2.08;219536;0.72;374.71
UNO_515122C0;2015/01/23 23:44:10;827;827;0.12;21.00;26.10;0.06;2.28;4060;0.01;7.53
UNO_515122C0;2015/01/23 23:44:42;828;828;0.12;21.10;26.10;0.06;0.72;101393;0.33;171.91
UNO_515122C0;2015/01/23 23:45:13;829;829;0.12;21.00;26.10;0.06;2.26;88032;0.28;147.40
UNO_515122C0;2015/01/23 23:45:45;830;830;0.12;21.00;26.10;0.06;0.86;78344;0.25;132.38
UNO_515122C0;2015/01/23 23:46:16;831;831;0.12;21.00;26.10;0.06;1.33;30378;0.10;51.49
UNO_515122C0;2015/01/23 23:46:47;832;832;0.12;21.00;26.10;0.06;0.83;158225;0.52;271.47
UNO_515122C0;2015/01/23 23:47:19;833;833;0.12;21.00;26.10;0.06;1.97;239310;0.77;399.66
UNO_515122C0;2015/01/23 23:47:50;834;834;0.12;21.00;26.10;0.06;2.00;46113;0.15;79.70
UNO_515122C0;2015/01/23 23:48:20;835;835;0.12;21.00;26.10;0.06;0.95;9281;0.03;16.70
UNO_515122C0;2015/01/23 23:48:51;836;836;0.12;21.00;26.10;0.06;2.27;27214;0.09;46.59
UNO_515122C0;2015/01/23 23:49:23;837;837;0.12;21.00;26.10;0.06;2.07;0;0.00;0.62
UNO_515122C0;2015/01/23 23:49:54;838;838;0.12;21.00;26.10;0.06;2.29;151607;0.49;254.96
UNO_515122C0;2015/01/23 23:50:25;839;839;0.12;21.00;26.00;0.06;1.32;179592;0.60;310.24
UNO_515122C0;2015/01/23 23:50:57;840;840;0.12;21.00;26.10;0.06;0.82;79758;0.26;134.08
UNO_515122C0;2015/01/23 23:51:28;841;841;0.12;21.00;26.10;0.06;2.01;162999;0.53;274.00
UNO_515122C0;2015/01/23 23:51:59;842;842;0.12;21.00;26.00;0.06;2.23;38847;0.13;67.09
UNO_515122C0;2015/01/23 23:52:30;843;843;0.12;21.00;26.10;0.06;1.06;275064;0.91;472.99
UNO_515122C0;2015/01/23 23:53:00;844;844;0.12;21.00;26.10;0.06;2.26;139244;0.46;238.77
UNO_515122C0;2015/01/23 23:53:32;845;845;0.12;21.00;26.10;0.06;0.98;30864;0.10;52.97
UNO_515122C0;2015/01/23 23:54:03;846;846;0.12;21.00;26.10;0.06;1.92;70002;0.23;119.26
UNO_515122C0;2015/01/23 23:54:33;847;847;0.12;21.00;26.10;0.06;1.16;114155;0.38;197.10
UNO_515122C0;2015/01/23 23:55:05;848;848;0.12;21.00;26.00;0.06;1.54;77809;0.25;132.31
UNO_515122C0;2015/01/23 23:55:36;849;849;0.12;21.00;26.00;0.06;1.39;59626;0.20;102.62
UNO_515122C0;2015/01/23 23:56:06;850;850;0.12;21.00;26.10;0.06;2.17;184957;0.61;316.40
UNO_515122C0;2015/01/23 23:56:38;851;851;0.12;21.00;26.00;0.06;1.15;113092;0.37;191.83
UNO_515122C0;2015/01/23 23:57:08;852;852;0.12;21.00;26.00;0.06;2.27;116501;0.39;201.50
UNO_515122C0;2015/01/23 23:57:39;853;853;0.12;21.00;26.10;0.06;0.76;95279;0.32;165.05
UNO_515122C0;2015/01/23 23:58:10;854;854;0.12;21.00;26.10;0.06;1.04;136596;0.44;229.58
UNO_515122C0;2015/01/23 23:58:42;855;855;0.12;20.90;26.10;0.06;2.14;64829;0.21;109.50
UNO_515122C0;2015/01/23 23:59:12;856;856;0.12;21.00;26.00;0.06;0.71;93308;0.31;161.35
UNO_515122C0;2015/01/23 23:59:44;857;857;0.12;21.00;26.10;0.06;0.72;78255;0.26;133.76
