UNO_515122C0;2015/01/23 10:51:53;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/01/23 20:32:38;457;457;0.13;21.70;27.10;0.07;0.72;0;0.00;0.62
UNO_515122C0;2015/01/23 20:33:09;458;458;0.13;21.70;27.10;0.07;1.61;32075;0.10;54.97
UNO_515122C0;2015/01/23 20:33:41;459;459;0.13;21.70;27.10;0.07;0.71;2052;0.01;4.10
UNO_515122C0;2015/01/23 20:34:12;460;460;0.13;21.70;27.10;0.06;2.04;18772;0.06;32.25
UNO_515122C0;2015/01/23 20:34:43;461;461;0.13;21.70;27.00;0.07;2.22;88339;0.29;152.95
UNO_515122C0;2015/01/23 20:35:13;462;462;0.13;21.70;27.10;0.07;1.04;42652;0.14;74.39
UNO_515122C0;2015/01/23 20:35:45;463;463;0.13;21.70;27.10;0.07;0.77;15118;0.05;25.84
UNO_515122C0;2015/01/23 20:36:16;464;464;0.13;21.70;27.10;0.06;1.45;105828;0.35;182.43
UNO_515122C0;2015/01/23 20:36:46;465;465;0.13;21.70;27.00;0.06;2.22;65980;0.22;113.87
UNO_515122C0;2015/01/23 20:37:17;466;466;0.13;21.70;27.10;0.07;0.82;108416;0.36;185.36
UNO_515122C0;2015/01/23 20:37:49;467;467;0.13;21.70;27.00;0.07;1.32;22142;0.07;37.53
UNO_515122C0;2015/01/23 20:38:20;468;468;0.13;21.70;27.00;0.06;2.36;26787;0.09;46.91
UNO_515122C0;2015/01/23 20:38:51;469;469;0.13;21.70;27.00;0.07;1.69;58361;0.19;99.81
UNO_515122C0;2015/01/23 20:39:22;470;470;0.13;21.70;27.00;0.06;2.15;52342;0.17;90.52
UNO_515122C0;2015/01/23 20:39:52;471;471;0.13;21.70;27.00;0.07;0.74;36871;0.12;64.42
UNO_515122C0;2015/01/23 20:40:24;472;472;0.13;21.60;27.00;0.07;0.71;53276;0.17;89.80
UNO_515122C0;2015/01/23 20:40:54;473;473;0.13;21.70;27.00;0.07;1.43;22016;0.07;38.68
UNO_515122C0;2015/01/23 20:41:25;474;474;0.13;21.70;27.00;0.07;0.71;12287;0.04;21.88
UNO_515122C0;2015/01/23 20:41:56;475;475;0.13;21.70;27.00;0.07;2.34;118189;0.38;198.06
UNO_515122C0;2015/01/23 20:42:28;476;476;0.13;21.60;26.90;0.06;0.72;10268;0.03;18.08
UNO_515122C0;2015/01/23 20:42:59;477;477;0.13;21.60;26.90;0.06;2.20;62360;0.20;105.89
UNO_515122C0;2015/01/23 20:43:30;478;478;0.13;21.60;26.90;0.07;1.38;71311;0.23;120.29
UNO_515122C0;2015/01/23 20:44:02;479;479;0.13;21.70;27.00;0.07;1.45;137344;0.45;232.02
UNO_515122C0;2015/01/23 20:44:32;480;480;0.13;21.70;27.00;0.07;1.97;14805;0.05;26.14
UNO_515122C0;2015/01/23 20:45:03;481;481;0.13;21.60;26.90;0.07;0.82;30528;0.10;53.36
UNO_515122C0;2015/01/23 20:45:34;482;482;0.13;21.60;26.90;0.07;0.74;54727;0.18;92.94
UNO_515122C0;2015/01/23 20:46:05;483;483;0.13;21.70;27.00;0.07;1.18;13009;0.04;22.74
UNO_515122C0;2015/01/23 20:46:37;484;484;0.13;21.60;26.90;0.07;2.25;130437;0.43;221.41
UNO_515122C0;2015/01/23 20:47:07;485;485;0.13;21.70;27.00;0.06;1.80;39649;0.13;69.07
UNO_515122C0;2015/01/23 20:47:38;486;486;0.13;21.60;26.90;0.07;0.96;33539;0.11;58.61
UNO_515122C0;2015/01/23 20:48:09;487;487;0.13;21.70;27.00;0.06;2.26;86205;0.28;146.17
UNO_515122C0;2015/01/23 20:48:40;488;488;0.13;21.60;26.90;0.07;0.70;37667;0.12;64.48
UNO_515122C0;2015/01/23 20:49:11;489;489;0.13;21.70;27.00;0.07;1.57;78430;0.26;133.03
UNO_515122C0;2015/01/23 20:49:43;490;490;0.13;21.70;27.00;0.07;0.71;205022;0.67;347.29
UNO_515122C0;2015/01/23 20:50:14;491;491;0.13;21.60;26.90;0.06;2.34;99891;0.32;167.57
UNO_515122C0;2015/01/23 20:50:45;492;492;0.13;21.60;26.90;0.07;2.33;110479;0.37;191.05
UNO_515122C0;2015/01/23 20:51:15;493;493;0.13;21.70;27.00;0.07;1.61;22451;0.07;39.45
UNO_515122C0;2015/01/23 20:51:47;494;494;0.13;21.70;27.00;0.06;1.58;81245;0.26;137.99
UNO_515122C0;2015/01/23 20:52:17;495;495;0.13;21.60;26.90;0.07;1.17;34018;0.11;59.04
UNO_515122C0;2015/01/23 20:52:48;496;496;0.13;21.60;26.90;0.07;2.20;12108;0.04;21.35
UNO_515122C0;2015/01/23 20:53:19;497;497;0.13;21.60;26.90;0.07;0.75;28007;0.09;48.57
UNO_515122C0;2015/01/23 20:53:50;498;498;0.13;21.60;26.90;0.07;0.70;47245;0.15;81.04
UNO_515122C0;2015/01/23 20:54:22;499;499;0.13;21.60;26.90;0.07;0.70;80072;0.26;135.35
UNO_515122C0;2015/01/23 20:54:53;500;500;0.13;21.60;26.90;0.07;1.96;32335;0.10;54.50
UNO_515122C0;2015/01/23 20:55:24;501;501;0.13;21.60;26.90;0.06;2.31;26500;0.09;46.48
UNO_515122C0;2015/01/23 20:55:55;502;502;0.13;21.60;26.90;0.07;0.72;60517;0.20;104.88
UNO_515122C0;2015/01/23 20:56:26;503;503;0.13;21.60;26.90;0.07;1.08;31937;0.10;54.73
UNO_515122C0;2015/01/23 20:56:56;504;504;0.13;21.60;26.90;0.06;2.10;64816;0.22;112.41
UNO_515122C0;2015/01/23 20:57:28;505;505;0.13;21.60;26.90;0.07;0.87;75825;0.24;127.69
UNO_515122C0;2015/01/23 20:57:59;506;506;0.13;21.60;26.90;0.07;0.86;2902;0.01;5.60
UNO_515122C0;2015/01/23 20:58:29;507;507;0.13;21.60;26.90;0.06;2.16;41266;0.14;71.98
UNO_515122C0;2015/01/23 20:59:00;508;508;0.13;21.60;26.90;0.07;1.18;53745;0.18;93.31
UNO_515122C0;2015/01/23 20:59:31;509;509;0.13;21.60;26.90;0.06;2.22;140558;0.47;242.78
UNO_515122C0;2015/01/23 21:00:02;510;510;0.13;21.60;26.90;0.07;0.85;30327;0.10;52.41
UNO_515122C0;2015/01/23 21:00:33;511;511;0.13;21.60;26.90;0.07;1.72;36010;0.12;61.69
UNO_515122C0;2015/01/23 21:01:03;512;512;0.13;21.60;26.90;0.07;1.72;99108;0.33;171.61
UNO_515122C0;2015/01/23 21:01:35;513;513;0.13;21.60;26.90;0.07;2.29;63217;0.21;107.45
UNO_515122C0;2015/01/23 21:02:05;514;514;0.13;21.60;26.90;0.06;1.78;35680;0.12;61.98
UNO_515122C0;2015/01/23 21:02:37;515;515;0.13;21.60;26.90;0.07;0.78;12823;0.04;22.38
UNO_515122C0;2015/01/23 21:03:07;516;516;0.13;21.60;26.90;0.07;2.30;121701;0.40;209.40
UNO_515122C0;2015/01/23 21:03:39;517;517;0.13;21.60;26.90;0.06;1.07;97637;0.31;163.41
UNO_515122C0;2015/01/23 21:04:11;518;518;0.13;21.50;26.90;0.06;2.26;127087;0.41;212.34
UNO_515122C0;2015/01/23 21:04:42;519;519;0.13;21.60;26.90;0.07;1.06;10333;0.03;18.10
UNO_515122C0;2015/01/23 21:05:13;520;520;0.13;21.60;26.90;0.06;1.60;138055;0.45;234.27
UNO_515122C0;2015/01/23 21:05:44;521;521;0.13;21.60;26.90;0.06;2.11;84714;0.28;144.13
UNO_515122C0;2015/01/23 21:06:15;522;522;0.13;21.50;26.90;0.06;0.74;66939;0.22;114.42
UNO_515122C0;2015/01/23 21:06:47;523;523;0.13;21.60;26.90;0.06;2.20;302579;0.98;510.06
UNO_515122C0;2015/01/23 21:07:18;524;524;0.13;21.50;26.90;0.06;1.13;69208;0.23;117.99
UNO_515122C0;2015/01/23 21:07:49;525;525;0.13;21.60;26.90;0.07;1.73;160156;0.52;270.88
UNO_515122C0;2015/01/23 21:08:20;526;526;0.13;21.50;26.80;0.07;1.68;174645;0.57;295.40
UNO_515122C0;2015/01/23 21:08:51;527;527;0.13;21.50;26.90;0.07;1.74;107464;0.35;184.58
UNO_515122C0;2015/01/23 21:09:23;528;528;0.13;21.50;26.90;0.06;2.24;54473;0.18;91.79
UNO_515122C0;2015/01/23 21:09:54;529;529;0.13;21.50;26.90;0.06;1.20;30169;0.10;51.41
UNO_515122C0;2015/01/23 21:10:25;530;530;0.13;21.60;26.90;0.06;0.78;12895;0.04;22.47
UNO_515122C0;2015/01/23 21:10:57;531;531;0.13;21.60;26.90;0.06;2.29;7437;0.02;13.24
UNO_515122C0;2015/01/23 21:11:28;532;532;0.13;21.60;26.90;0.06;0.72;67791;0.22;116.11
UNO_515122C0;2015/01/23 21:11:59;533;533;0.13;21.60;26.90;0.06;1.55;68244;0.22;115.63
UNO_515122C0;2015/01/23 21:12:30;534;534;0.13;21.60;26.90;0.06;2.09;90871;0.30;157.26
UNO_515122C0;2015/01/23 21:13:01;535;535;0.13;21.50;26.80;0.06;2.14;30074;0.10;51.77
UNO_515122C0;2015/01/23 21:13:31;536;536;0.13;21.60;26.90;0.07;0.92;66337;0.22;114.61
UNO_515122C0;2015/01/23 21:14:03;537;537;0.13;21.60;26.90;0.07;0.87;115020;0.38;195.37
UNO_515122C0;2015/01/23 21:14:34;538;538;0.13;21.50;26.90;0.07;1.50;65028;0.21;109.41
UNO_515122C0;2015/01/23 21:15:05;539;539;0.13;21.50;26.90;0.07;1.22;297930;0.98;508.99
UNO_515122C0;2015/01/23 21:15:36;540;540;0.13;21.50;26.80;0.06;2.23;77788;0.25;132.39
UNO_515122C0;2015/01/23 21:16:08;541;541;0.13;21.50;26.90;0.06;2.03;130990;0.42;218.43
UNO_515122C0;2015/01/23 21:16:38;542;542;0.13;21.60;26.80;0.06;0.97;96009;0.32;166.57
UNO_515122C0;2015/01/23 21:17:10;543;543;0.13;21.60;26.90;0.06;0.70;123295;0.40;208.73
UNO_515122C0;2015/01/23 21:17:41;544;544;0.13;21.60;26.80;0.06;1.34;74022;0.24;125.86
UNO_515122C0;2015/01/23 21:18:12;545;545;0.13;21.50;26.90;0.06;2.21;68163;0.23;118.05
UNO_515122C0;2015/01/23 21:18:42;546;546;0.13;21.60;26.80;0.06;0.75;49086;0.16;85.48
UNO_515122C0;2015/01/23 21:19:13;547;547;0.13;21.60;26.80;0.07;0.89;150072;0.49;256.33
UNO_515122C0;2015/01/23 21:19:45;548;548;0.13;21.50;26.80;0.06;2.34;82747;0.27;138.49
UNO_515122C0;2015/01/23 21:20:16;549;549;0.13;21.50;26.90;0.06;0.72;216980;0.70;362.61
UNO_515122C0;2015/01/23 21:20:47;550;550;0.13;21.60;26.90;0.06;1.51;146122;0.49;252.36
UNO_515122C0;2015/01/23 21:21:19;551;551;0.13;21.50;26.80;0.07;1.42;193552;0.62;323.32
UNO_515122C0;2015/01/23 21:21:49;552;552;0.13;21.50;26.80;0.07;0.72;180824;0.60;311.88
UNO_515122C0;2015/01/23 21:22:20;553;553;0.13;21.50;26.80;0.07;2.20;204175;0.68;352.46
UNO_515122C0;2015/01/23 21:22:51;554;554;0.13;21.50;26.80;0.07;0.70;69883;0.23;120.79
UNO_515122C0;2015/01/23 21:23:22;555;555;0.13;21.50;26.90;0.06;2.30;64710;0.21;110.10
UNO_515122C0;2015/01/23 21:23:53;556;556;0.13;21.50;26.80;0.06;1.10;109197;0.36;186.57
UNO_515122C0;2015/01/23 21:24:24;557;557;0.13;21.50;26.80;0.06;2.35;197367;0.64;331.85
UNO_515122C0;2015/01/23 21:24:55;558;558;0.13;21.50;26.80;0.06;1.30;36641;0.12;63.15
UNO_515122C0;2015/01/23 21:25:26;559;559;0.13;21.50;26.90;0.06;0.70;63605;0.21;109.70
UNO_515122C0;2015/01/23 21:25:57;560;560;0.13;21.50;26.80;0.06;1.64;88022;0.29;152.87
UNO_515122C0;2015/01/23 21:26:28;561;561;0.13;21.50;26.80;0.06;2.23;149056;0.49;252.52
UNO_515122C0;2015/01/23 21:26:59;562;562;0.13;21.50;26.80;0.07;0.72;119482;0.39;202.38
UNO_515122C0;2015/01/23 21:27:31;563;563;0.13;21.50;26.80;0.07;1.60;48320;0.15;81.13
UNO_515122C0;2015/01/23 21:28:01;564;564;0.13;21.50;26.80;0.06;2.10;88207;0.29;152.25
UNO_515122C0;2015/01/23 21:28:32;565;565;0.13;21.50;26.80;0.06;1.54;162263;0.54;280.54
UNO_515122C0;2015/01/23 21:29:04;566;566;0.13;21.50;26.80;0.07;1.52;12048;0.04;20.71
UNO_515122C0;2015/01/23 21:29:34;567;567;0.13;21.50;26.80;0.06;0.90;64405;0.21;111.49
UNO_515122C0;2015/01/23 21:30:06;568;568;0.13;21.40;26.70;0.06;2.13;105354;0.34;178.70
UNO_515122C0;2015/01/23 21:30:37;569;569;0.13;21.50;26.80;0.06;0.91;183271;0.60;312.69
UNO_515122C0;2015/01/23 21:31:07;570;570;0.13;21.50;26.80;0.06;1.67;78018;0.26;135.07
UNO_515122C0;2015/01/23 21:31:38;571;571;0.13;21.50;26.80;0.06;0.87;52271;0.17;89.29
UNO_515122C0;2015/01/23 21:32:10;572;572;0.13;21.50;26.80;0.06;1.03;115121;0.37;193.98
UNO_515122C0;2015/01/23 21:32:41;573;573;0.13;21.50;26.80;0.06;1.43;172771;0.56;292.48
UNO_515122C0;2015/01/23 21:33:12;574;574;0.13;21.50;26.70;0.06;2.33;117384;0.39;203.17
UNO_515122C0;2015/01/23 21:33:43;575;575;0.13;21.50;26.70;0.06;1.52;139867;0.46;236.81
UNO_515122C0;2015/01/23 21:34:14;576;576;0.13;21.50;26.80;0.07;1.54;48779;0.16;83.69
UNO_515122C0;2015/01/23 21:34:46;577;577;0.13;21.50;26.70;0.06;1.59;125066;0.40;208.99
UNO_515122C0;2015/01/23 21:35:17;578;578;0.13;21.50;26.80;0.06;2.20;0;0.00;0.62
UNO_515122C0;2015/01/23 21:35:48;579;579;0.13;21.50;26.70;0.06;1.88;127764;0.42;217.63
UNO_515122C0;2015/01/23 21:36:19;580;580;0.13;21.50;26.70;0.06;2.08;19449;0.06;33.86
UNO_515122C0;2015/01/23 21:36:50;581;581;0.13;21.50;26.70;0.06;2.30;34726;0.11;59.42
UNO_515122C0;2015/01/23 21:37:21;582;582;0.13;21.50;26.70;0.06;2.12;9691;0.03;17.39
UNO_515122C0;2015/01/23 21:37:52;583;583;0.13;21.50;26.70;0.06;1.18;103784;0.35;179.75
UNO_515122C0;2015/01/23 21:38:22;584;584;0.13;21.50;26.70;0.07;1.21;22750;0.08;39.76
UNO_515122C0;2015/01/23 21:38:54;585;585;0.13;21.50;26.70;0.06;1.10;157408;0.51;266.99
UNO_515122C0;2015/01/23 21:39:25;586;586;0.13;21.40;26.60;0.06;2.01;74866;0.24;127.07
UNO_515122C0;2015/01/23 21:39:55;587;587;0.13;21.50;26.70;0.06;0.87;67410;0.22;117.01
UNO_515122C0;2015/01/23 21:40:27;588;588;0.13;21.50;26.80;0.07;1.53;153475;0.49;256.42
UNO_515122C0;2015/01/23 21:40:58;589;589;0.13;21.40;26.60;0.06;0.86;29495;0.10;51.17
UNO_515122C0;2015/01/23 21:41:30;590;590;0.13;21.40;26.70;0.06;1.25;6646;0.02;11.71
UNO_515122C0;2015/01/23 21:42:00;591;591;0.13;21.40;26.60;0.06;2.30;93426;0.31;161.37
UNO_515122C0;2015/01/23 21:42:31;592;592;0.13;21.40;26.70;0.06;0.71;8849;0.03;15.65
UNO_515122C0;2015/01/23 21:43:03;593;593;0.13;21.40;26.70;0.06;1.67;105847;0.34;176.80
UNO_515122C0;2015/01/23 21:43:34;594;594;0.13;21.50;26.70;0.06;1.84;40208;0.13;69.68
UNO_515122C0;2015/01/23 21:44:04;595;595;0.13;21.50;26.70;0.07;0.70;56449;0.19;98.31
UNO_515122C0;2015/01/23 21:44:36;596;596;0.13;21.40;26.60;0.06;2.30;35678;0.11;60.08
UNO_515122C0;2015/01/23 21:45:07;597;597;0.13;21.40;26.60;0.06;1.84;230704;0.76;395.95
UNO_515122C0;2015/01/23 21:45:39;598;598;0.13;21.40;26.60;0.06;1.63;23105;0.07;39.20
UNO_515122C0;2015/01/23 21:46:09;599;599;0.13;21.40;26.60;0.06;0.71;95777;0.32;166.19
UNO_515122C0;2015/01/23 21:46:40;600;600;0.13;21.50;26.70;0.06;1.66;132991;0.43;224.70
UNO_515122C0;2015/01/23 21:47:11;601;601;0.13;21.40;26.60;0.06;2.24;137693;0.46;237.40
UNO_515122C0;2015/01/23 21:47:43;602;602;0.13;21.40;26.60;0.06;2.13;121691;0.39;203.13
UNO_515122C0;2015/01/23 21:48:14;603;603;0.13;21.40;26.60;0.07;0.75;143050;0.47;241.84
UNO_515122C0;2015/01/23 21:48:45;604;604;0.13;21.40;26.60;0.06;2.15;43484;0.14;74.80
UNO_515122C0;2015/01/23 21:49:16;605;605;0.13;21.40;26.60;0.07;1.82;55226;0.18;95.81
UNO_515122C0;2015/01/23 21:49:47;606;606;0.13;21.40;26.60;0.06;1.19;71869;0.23;122.26
UNO_515122C0;2015/01/23 21:50:18;607;607;0.13;21.40;26.60;0.06;2.35;209230;0.69;359.09
UNO_515122C0;2015/01/23 21:50:49;608;608;0.13;21.40;26.60;0.06;2.26;84707;0.28;143.96
UNO_515122C0;2015/01/23 21:51:20;609;609;0.13;21.40;26.60;0.06;2.31;63334;0.21;109.97
UNO_515122C0;2015/01/23 21:51:51;610;610;0.13;21.40;26.70;0.06;1.18;51024;0.17;87.77
UNO_515122C0;2015/01/23 21:52:22;611;611;0.13;21.40;26.60;0.06;0.74;71528;0.23;120.99
UNO_515122C0;2015/01/23 21:52:53;612;612;0.12;21.40;26.60;0.06;0.91;195618;0.64;333.09
UNO_515122C0;2015/01/23 21:53:24;613;613;0.13;21.40;26.60;0.06;2.34;145261;0.47;244.30
UNO_515122C0;2015/01/23 21:53:55;614;614;0.13;21.40;26.60;0.06;1.95;109140;0.36;189.03
UNO_515122C0;2015/01/23 21:54:26;615;615;0.13;21.40;26.60;0.06;1.30;12837;0.04;22.55
UNO_515122C0;2015/01/23 21:54:57;616;616;0.13;21.40;26.60;0.06;1.98;69345;0.22;117.28
UNO_515122C0;2015/01/23 21:55:29;617;617;0.13;21.40;26.60;0.06;2.12;38936;0.13;66.51
UNO_515122C0;2015/01/23 21:56:00;618;618;0.13;21.40;26.60;0.06;0.90;46598;0.15;79.51
UNO_515122C0;2015/01/23 21:56:31;619;619;0.13;21.40;26.60;0.06;0.80;87426;0.29;148.61
UNO_515122C0;2015/01/23 21:57:02;620;620;0.13;21.40;26.60;0.07;2.32;86002;0.28;146.07
UNO_515122C0;2015/01/23 21:57:33;621;621;0.12;21.40;26.60;0.06;2.34;96268;0.31;163.61
UNO_515122C0;2015/01/23 21:58:05;622;622;0.13;21.40;26.60;0.06;2.17;82522;0.26;138.01
UNO_515122C0;2015/01/23 21:58:36;623;623;0.13;21.40;26.60;0.06;0.91;105218;0.35;181.60
UNO_515122C0;2015/01/23 21:59:07;624;624;0.13;21.40;26.60;0.06;2.29;37028;0.12;63.68
UNO_515122C0;2015/01/23 21:59:38;625;625;0.13;21.40;26.60;0.06;2.34;22302;0.07;38.56
UNO_515122C0;2015/01/23 22:00:09;626;626;0.12;21.40;26.60;0.06;0.76;155288;0.51;266.93
UNO_515122C0;2015/01/23 22:00:39;627;627;0.13;21.40;26.60;0.06;0.76;93693;0.31;161.65
UNO_515122C0;2015/01/23 22:01:11;628;628;0.13;21.40;26.60;0.06;1.81;127734;0.42;216.65
UNO_515122C0;2015/01/23 22:01:42;629;629;0.13;21.40;26.60;0.06;2.20;18041;0.06;31.25
UNO_515122C0;2015/01/23 22:02:13;630;630;0.13;21.40;26.60;0.06;2.23;20626;0.07;35.52
UNO_515122C0;2015/01/23 22:02:44;631;631;0.13;21.40;26.50;0.06;0.82;126689;0.41;215.60
UNO_515122C0;2015/01/23 22:03:15;632;632;0.13;21.40;26.60;0.06;1.83;57872;0.19;98.27
UNO_515122C0;2015/01/23 22:03:47;633;633;0.13;21.40;26.60;0.06;1.23;92558;0.30;155.01
UNO_515122C0;2015/01/23 22:04:18;634;634;0.13;21.40;26.60;0.06;1.61;96688;0.32;166.66
UNO_515122C0;2015/01/23 22:04:49;635;635;0.13;21.40;26.60;0.06;1.90;112186;0.37;191.52
UNO_515122C0;2015/01/23 22:05:20;636;636;0.13;21.40;26.60;0.06;1.66;21292;0.07;36.85
UNO_515122C0;2015/01/23 22:05:51;637;637;0.13;21.40;26.50;0.06;1.96;23532;0.08;40.90
UNO_515122C0;2015/01/23 22:06:23;638;638;0.13;21.40;26.50;0.06;1.33;35009;0.11;58.94
UNO_515122C0;2015/01/23 22:06:53;639;639;0.13;21.30;26.50;0.06;2.28;94507;0.31;163.41
UNO_515122C0;2015/01/23 22:07:24;640;640;0.12;21.40;26.50;0.06;1.09;86133;0.28;147.03
UNO_515122C0;2015/01/23 22:07:56;641;641;0.13;21.40;26.60;0.06;2.10;75685;0.25;127.97
UNO_515122C0;2015/01/23 22:08:26;642;642;0.12;21.40;26.50;0.06;0.71;75556;0.25;131.27
UNO_515122C0;2015/01/23 22:08:57;643;643;0.12;21.40;26.50;0.06;0.80;107684;0.36;186.44
UNO_515122C0;2015/01/23 22:09:27;644;644;0.13;21.30;26.50;0.06;0.70;131287;0.44;226.65
UNO_515122C0;2015/01/23 22:09:59;645;645;0.12;21.40;26.50;0.06;0.79;87494;0.29;148.69
UNO_515122C0;2015/01/23 22:10:30;646;646;0.12;21.40;26.50;0.06;2.02;176040;0.57;294.54
UNO_515122C0;2015/01/23 22:11:02;647;647;0.13;21.40;26.50;0.06;2.26;28592;0.09;48.76
UNO_515122C0;2015/01/23 22:11:33;648;648;0.12;21.40;26.50;0.06;0.76;76841;0.25;130.53
UNO_515122C0;2015/01/23 22:12:04;649;649;0.13;21.30;26.50;0.06;0.86;123008;0.40;208.77
UNO_515122C0;2015/01/23 22:12:35;650;650;0.12;21.40;26.50;0.06;1.36;103562;0.34;176.92
UNO_515122C0;2015/01/23 22:13:06;651;651;0.12;21.30;26.50;0.06;1.44;71538;0.24;123.79
UNO_515122C0;2015/01/23 22:13:37;652;652;0.12;21.30;26.50;0.06;1.62;127300;0.42;216.93
UNO_515122C0;2015/01/23 22:14:08;653;653;0.12;21.30;26.50;0.06;0.69;121226;0.39;204.07
UNO_515122C0;2015/01/23 22:14:40;654;654;0.13;21.40;26.50;0.06;0.72;63245;0.20;106.60
UNO_515122C0;2015/01/23 22:15:11;655;655;0.12;21.30;26.50;0.06;0.77;123103;0.41;211.80
UNO_515122C0;2015/01/23 22:15:41;656;656;0.13;21.30;26.50;0.06;1.68;80342;0.27;138.62
UNO_515122C0;2015/01/23 22:16:12;657;657;0.12;21.30;26.50;0.06;2.09;133700;0.44;228.51
UNO_515122C0;2015/01/23 22:16:43;658;658;0.12;21.30;26.40;0.06;2.28;87366;0.29;150.93
UNO_515122C0;2015/01/23 22:17:14;659;659;0.12;21.30;26.50;0.06;1.03;111736;0.37;190.16
UNO_515122C0;2015/01/23 22:17:46;660;660;0.12;21.30;26.50;0.06;1.30;156490;0.51;263.32
UNO_515122C0;2015/01/23 22:18:17;661;661;0.12;21.30;26.50;0.06;2.02;142546;0.47;241.84
UNO_515122C0;2015/01/23 22:18:48;662;662;0.12;21.30;26.40;0.06;1.35;0;0.00;0.62
UNO_515122C0;2015/01/23 22:19:19;663;663;0.12;21.30;26.40;0.06;2.33;113873;0.38;195.83
UNO_515122C0;2015/01/23 22:19:50;664;664;0.12;21.30;26.40;0.06;0.91;157391;0.52;271.57
UNO_515122C0;2015/01/23 22:20:21;665;665;0.12;21.30;26.40;0.06;0.83;184179;0.60;312.08
UNO_515122C0;2015/01/23 22:20:52;666;666;0.12;21.30;26.40;0.06;1.97;148038;0.48;250.68
UNO_515122C0;2015/01/23 22:21:23;667;667;0.12;21.30;26.50;0.06;1.87;252312;0.82;426.68
UNO_515122C0;2015/01/23 22:21:55;668;668;0.13;21.30;26.40;0.06;2.30;203241;0.66;343.55
UNO_515122C0;2015/01/23 22:22:26;669;669;0.12;21.20;26.30;0.06;1.22;221143;0.71;370.13
UNO_515122C0;2015/01/23 22:22:57;670;670;0.12;21.30;26.40;0.06;1.34;113309;0.37;192.31
UNO_515122C0;2015/01/23 22:23:28;671;671;0.12;21.30;26.40;0.06;2.33;63125;0.21;108.70
UNO_515122C0;2015/01/23 22:23:59;672;672;0.12;21.30;26.40;0.06;1.30;109254;0.36;186.60
UNO_515122C0;2015/01/23 22:24:30;673;673;0.12;21.30;26.40;0.06;1.83;305094;0.99;513.95
UNO_515122C0;2015/01/23 22:25:02;674;674;0.12;21.30;26.50;0.06;0.69;105730;0.34;176.88
UNO_515122C0;2015/01/23 22:25:33;675;675;0.12;21.30;26.40;0.06;0.86;218674;0.72;374.03
UNO_515122C0;2015/01/23 22:26:04;676;676;0.12;21.30;26.40;0.06;1.09;22723;0.07;39.24
UNO_515122C0;2015/01/23 22:26:35;677;677;0.12;21.30;26.40;0.06;1.61;104857;0.34;177.70
UNO_515122C0;2015/01/23 22:27:07;678;678;0.13;21.30;26.40;0.06;2.17;51944;0.17;87.42
UNO_515122C0;2015/01/23 22:27:38;679;679;0.12;21.30;26.40;0.06;0.97;78745;0.26;135.68
UNO_515122C0;2015/01/23 22:28:08;680;680;0.12;21.30;26.40;0.06;0.76;209624;0.70;361.45
UNO_515122C0;2015/01/23 22:28:39;681;681;0.12;21.30;26.40;0.06;0.74;117031;0.39;202.62
UNO_515122C0;2015/01/23 22:29:10;682;682;0.12;21.30;26.40;0.06;1.76;96939;0.32;167.77
UNO_515122C0;2015/01/23 22:29:40;683;683;0.12;21.30;26.40;0.06;1.30;153419;0.51;265.19
UNO_515122C0;2015/01/23 22:30:11;684;684;0.12;21.30;26.40;0.06;0.95;65344;0.21;111.32
UNO_515122C0;2015/01/23 22:30:42;685;685;0.12;21.20;26.30;0.06;1.15;207142;0.69;357.20
UNO_515122C0;2015/01/23 22:31:13;686;686;0.12;21.20;26.30;0.06;2.26;73376;0.24;127.45
UNO_515122C0;2015/01/23 22:31:44;687;687;0.12;21.20;26.30;0.06;1.74;66627;0.22;113.40
UNO_515122C0;2015/01/23 22:32:15;688;688;0.12;21.30;26.40;0.06;0.77;122746;0.40;208.09
UNO_515122C0;2015/01/23 22:32:46;689;689;0.12;21.20;26.30;0.06;0.76;99024;0.33;169.40
UNO_515122C0;2015/01/23 22:33:17;690;690;0.12;21.20;26.30;0.06;2.30;91669;0.30;154.63
UNO_515122C0;2015/01/23 22:33:49;691;691;0.12;21.20;26.30;0.06;1.57;77267;0.25;131.40
UNO_515122C0;2015/01/23 22:34:20;692;692;0.12;21.20;26.30;0.06;0.82;83715;0.28;143.78
UNO_515122C0;2015/01/23 22:34:51;693;693;0.12;21.30;26.40;0.06;2.02;97618;0.32;165.26
UNO_515122C0;2015/01/23 22:35:22;694;694;0.12;21.20;26.30;0.07;1.01;407021;1.34;695.08
UNO_515122C0;2015/01/23 22:35:53;695;695;0.12;21.20;26.30;0.06;2.11;105276;0.34;176.75
UNO_515122C0;2015/01/23 22:36:25;696;696;0.12;21.20;26.30;0.06;1.33;117212;0.38;197.42
UNO_515122C0;2015/01/23 22:36:56;697;697;0.12;21.20;26.40;0.06;1.57;239260;0.77;398.36
UNO_515122C0;2015/01/23 22:37:27;698;698;0.12;21.20;26.30;0.06;2.19;52701;0.17;91.31
UNO_515122C0;2015/01/23 22:37:58;699;699;0.12;21.30;26.40;0.06;2.09;129608;0.42;219.87
UNO_515122C0;2015/01/23 22:38:29;700;700;0.12;21.20;26.30;0.06;0.86;153026;0.51;264.03
