DYLOS_dylos0;2015/01/25 00:00:55;1914;7894;40
DYLOS_dylos0;2015/01/25 00:01:54;1915;7978;27
DYLOS_dylos0;2015/01/25 00:02:53;1916;7410;25
DYLOS_dylos0;2015/01/25 00:03:52;1917;7736;23
DYLOS_dylos0;2015/01/25 00:04:51;1918;7699;26
DYLOS_dylos0;2015/01/25 00:05:50;1919;7250;25
DYLOS_dylos0;2015/01/25 00:06:49;1920;7084;28
DYLOS_dylos0;2015/01/25 00:07:48;1921;6465;29
DYLOS_dylos0;2015/01/25 00:08:47;1922;6562;24
DYLOS_dylos0;2015/01/25 00:09:46;1923;5671;18
DYLOS_dylos0;2015/01/25 00:10:45;1924;4583;22
DYLOS_dylos0;2015/01/25 00:11:45;1925;4694;18
DYLOS_dylos0;2015/01/25 00:12:44;1926;4467;17
DYLOS_dylos0;2015/01/25 00:13:43;1927;3865;21
DYLOS_dylos0;2015/01/25 00:14:42;1928;4433;22
DYLOS_dylos0;2015/01/25 00:15:41;1929;4762;23
DYLOS_dylos0;2015/01/25 00:16:40;1930;3932;22
DYLOS_dylos0;2015/01/25 00:17:39;1931;3905;19
DYLOS_dylos0;2015/01/25 00:18:38;1932;4008;19
DYLOS_dylos0;2015/01/25 00:19:37;1933;3847;16
DYLOS_dylos0;2015/01/25 00:20:36;1934;4040;16
DYLOS_dylos0;2015/01/25 00:21:35;1935;3808;17
DYLOS_dylos0;2015/01/25 00:22:34;1936;4003;16
DYLOS_dylos0;2015/01/25 00:23:34;1937;3974;15
DYLOS_dylos0;2015/01/25 00:24:33;1938;3493;17
DYLOS_dylos0;2015/01/25 00:25:32;1939;3983;17
DYLOS_dylos0;2015/01/25 00:26:31;1940;3482;18
DYLOS_dylos0;2015/01/25 00:27:30;1941;3544;24
DYLOS_dylos0;2015/01/25 00:28:29;1942;3486;17
DYLOS_dylos0;2015/01/25 00:29:28;1943;3548;17
DYLOS_dylos0;2015/01/25 00:30:27;1944;3550;21
DYLOS_dylos0;2015/01/25 00:31:26;1945;3973;19
DYLOS_dylos0;2015/01/25 00:32:25;1946;3509;19
DYLOS_dylos0;2015/01/25 00:33:24;1947;3246;18
DYLOS_dylos0;2015/01/25 00:34:23;1948;3305;12
DYLOS_dylos0;2015/01/25 00:35:22;1949;3362;18
DYLOS_dylos0;2015/01/25 00:36:22;1950;3433;20
DYLOS_dylos0;2015/01/25 00:37:21;1951;3415;16
DYLOS_dylos0;2015/01/25 00:38:20;1952;3054;24
DYLOS_dylos0;2015/01/25 00:39:19;1953;3251;20
DYLOS_dylos0;2015/01/25 00:40:18;1954;3529;23
DYLOS_dylos0;2015/01/25 00:41:17;1955;3034;21
DYLOS_dylos0;2015/01/25 00:42:16;1956;3104;21
DYLOS_dylos0;2015/01/25 00:43:15;1957;3443;20
DYLOS_dylos0;2015/01/25 00:44:14;1958;3185;12
DYLOS_dylos0;2015/01/25 00:45:13;1959;3192;14
DYLOS_dylos0;2015/01/25 00:46:12;1960;3123;18
DYLOS_dylos0;2015/01/25 00:47:11;1961;2861;17
DYLOS_dylos0;2015/01/25 00:48:11;1962;3075;19
DYLOS_dylos0;2015/01/25 00:49:10;1963;3010;24
DYLOS_dylos0;2015/01/25 00:50:09;1964;2849;21
DYLOS_dylos0;2015/01/25 00:51:08;1965;2853;17
DYLOS_dylos0;2015/01/25 00:52:07;1966;2902;17
DYLOS_dylos0;2015/01/25 00:53:06;1967;2736;17
DYLOS_dylos0;2015/01/25 00:54:05;1968;2794;17
DYLOS_dylos0;2015/01/25 00:55:04;1969;2628;17
DYLOS_dylos0;2015/01/25 00:56:03;1970;2617;21
DYLOS_dylos0;2015/01/25 00:57:02;1971;2729;21
DYLOS_dylos0;2015/01/25 00:58:01;1972;2511;17
DYLOS_dylos0;2015/01/25 00:59:00;1973;2678;21
